# SignalP-6.0	Organism: Eukarya	Timestamp: 20221121194019
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
maker-000248F-est_gff_StringTie-gene-2.0-mRNA-1	OTHER	1.000053	0.000000	
maker-000248F-est_gff_StringTie-gene-2.1-mRNA-2	OTHER	1.000059	0.000000	
maker-000248F-est_gff_StringTie-gene-2.1-mRNA-3	OTHER	1.000072	0.000000	
maker-000248F-est_gff_StringTie-gene-2.1-mRNA-1	OTHER	0.997024	0.003029	
maker-000248F-est_gff_StringTie-gene-2.1-mRNA-4	OTHER	0.997024	0.003029	
maker-000248F-est_gff_StringTie-gene-2.2-mRNA-1	OTHER	1.000042	0.000000	
maker-000248F-est_gff_StringTie-gene-2.2-mRNA-2	OTHER	1.000040	0.000000	
maker-000248F-exonerate_protein2genome-gene-3.0-mRNA-1	OTHER	0.999385	0.000632	
maker-000248F-est_gff_StringTie-gene-3.1-mRNA-1	OTHER	1.000032	0.000000	
maker-000248F-est_gff_StringTie-gene-3.2-mRNA-2	OTHER	1.000058	0.000000	
maker-000248F-est_gff_StringTie-gene-3.2-mRNA-3	OTHER	1.000058	0.000000	
maker-000248F-est_gff_StringTie-gene-3.2-mRNA-1	OTHER	1.000043	0.000000	
maker-000248F-est_gff_StringTie-gene-4.0-mRNA-2	SP	0.000238	0.999735	CS pos: 16-17. Pr: 0.9802
maker-000248F-est_gff_StringTie-gene-4.0-mRNA-1	SP	0.000238	0.999738	CS pos: 16-17. Pr: 0.9802
augustus_masked-000248F-processed-gene-4.8-mRNA-1	OTHER	1.000061	0.000000	
evm-000248F-processed-gene-5.2-mRNA-1	OTHER	1.000057	0.000000	
maker-000248F-est_gff_StringTie-gene-6.18-mRNA-1	OTHER	0.999406	0.000621	
maker-000248F-est_gff_StringTie-gene-6.18-mRNA-2	OTHER	1.000042	0.000001	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-10	OTHER	1.000048	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-11	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-12	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-9	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-1	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-2	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-3	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-4	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-5	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-6	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-7	OTHER	1.000048	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.27-mRNA-8	OTHER	1.000047	0.000000	
augustus_masked-000248F-processed-gene-7.5-mRNA-1	OTHER	1.000083	0.000000	
maker-000248F-augustus-gene-7.10-mRNA-4	OTHER	0.697543	0.302466	
maker-000248F-augustus-gene-7.10-mRNA-3	SP	0.000213	0.999792	CS pos: 26-27. Pr: 0.9783
maker-000248F-augustus-gene-7.10-mRNA-2	SP	0.000213	0.999792	CS pos: 26-27. Pr: 0.9783
maker-000248F-augustus-gene-7.10-mRNA-1	SP	0.000213	0.999792	CS pos: 26-27. Pr: 0.9783
maker-000248F-augustus-gene-7.10-mRNA-5	SP	0.000213	0.999792	CS pos: 26-27. Pr: 0.9783
maker-000248F-est_gff_StringTie-gene-11.0-mRNA-1	OTHER	0.996961	0.003035	
maker-000248F-est_gff_StringTie-gene-0.3-mRNA-2	OTHER	1.000042	0.000000	
maker-000248F-est_gff_StringTie-gene-0.3-mRNA-1	OTHER	1.000045	0.000000	
maker-000248F-exonerate_protein2genome-gene-1.1-mRNA-1	OTHER	1.000047	0.000000	
maker-000248F-exonerate_protein2genome-gene-1.1-mRNA-2	OTHER	1.000047	0.000000	
augustus_masked-000248F-processed-gene-1.15-mRNA-1	OTHER	1.000076	0.000000	
maker-000248F-est_gff_StringTie-gene-2.3-mRNA-1	OTHER	0.999820	0.000196	
maker-000248F-exonerate_protein2genome-gene-4.5-mRNA-1	OTHER	1.000044	0.000001	
augustus_masked-000248F-processed-gene-4.10-mRNA-1	OTHER	1.000077	0.000000	
maker-000248F-augustus-gene-4.2-mRNA-1	OTHER	1.000066	0.000000	
maker-000248F-est_gff_StringTie-gene-4.4-mRNA-1	SP	0.001723	0.998249	CS pos: 22-23. Pr: 0.9716
maker-000248F-est_gff_StringTie-gene-5.1-mRNA-1	OTHER	1.000050	0.000000	
maker-000248F-est_gff_StringTie-gene-5.2-mRNA-3	OTHER	1.000066	0.000000	
maker-000248F-est_gff_StringTie-gene-5.2-mRNA-2	OTHER	0.999956	0.000071	
maker-000248F-est_gff_StringTie-gene-5.2-mRNA-1	OTHER	1.000059	0.000000	
maker-000248F-est_gff_StringTie-gene-6.19-mRNA-2	OTHER	0.991533	0.008453	
maker-000248F-est_gff_StringTie-gene-6.19-mRNA-3	OTHER	0.991533	0.008453	
maker-000248F-est_gff_StringTie-gene-6.19-mRNA-1	OTHER	0.991533	0.008453	
maker-000248F-exonerate_protein2genome-gene-7.29-mRNA-3	OTHER	1.000068	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.29-mRNA-2	OTHER	1.000051	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.29-mRNA-4	OTHER	1.000078	0.000000	
maker-000248F-exonerate_protein2genome-gene-7.29-mRNA-1	OTHER	1.000039	0.000008	
maker-000248F-exonerate_protein2genome-gene-7.29-mRNA-5	OTHER	1.000033	0.000008	
maker-000248F-est_gff_StringTie-gene-7.26-mRNA-2	OTHER	1.000064	0.000000	
maker-000248F-est_gff_StringTie-gene-7.26-mRNA-4	OTHER	1.000064	0.000000	
maker-000248F-est_gff_StringTie-gene-7.26-mRNA-1	OTHER	1.000064	0.000000	
maker-000248F-est_gff_StringTie-gene-7.26-mRNA-3	OTHER	1.000058	0.000000	
maker-000248F-est_gff_StringTie-gene-8.0-mRNA-1	OTHER	1.000057	0.000000	
maker-000248F-est_gff_StringTie-gene-8.1-mRNA-1	OTHER	1.000009	0.000037	
maker-000248F-est_gff_StringTie-gene-9.0-mRNA-2	SP	0.000261	0.999734	CS pos: 16-17. Pr: 0.9778
maker-000248F-est_gff_StringTie-gene-9.0-mRNA-1	SP	0.000261	0.999734	CS pos: 16-17. Pr: 0.9778
maker-000248F-est_gff_StringTie-gene-9.0-mRNA-3	OTHER	1.000054	0.000002	
maker-000248F-est_gff_StringTie-gene-11.1-mRNA-1	OTHER	0.999999	0.000005	
maker-000248F-est_gff_StringTie-gene-12.0-mRNA-1	OTHER	0.999959	0.000039	
maker-000249F-est_gff_StringTie-gene-3.0-mRNA-1	OTHER	0.999724	0.000311	
maker-000249F-est_gff_StringTie-gene-4.0-mRNA-1	OTHER	1.000033	0.000000	
evm-000249F-processed-gene-7.9-mRNA-1	OTHER	1.000071	0.000000	
maker-000249F-est_gff_StringTie-gene-7.1-mRNA-1	SP	0.000180	0.999813	CS pos: 19-20. Pr: 0.9768
maker-000249F-est_gff_StringTie-gene-8.1-mRNA-1	OTHER	1.000070	0.000000	
maker-000249F-est_gff_StringTie-gene-8.1-mRNA-2	OTHER	1.000070	0.000000	
maker-000249F-est_gff_StringTie-gene-8.1-mRNA-3	OTHER	1.000061	0.000000	
maker-000249F-exonerate_protein2genome-gene-9.1-mRNA-1	OTHER	1.000069	0.000001	
maker-000249F-est_gff_StringTie-gene-11.0-mRNA-1	OTHER	0.708352	0.291649	
maker-000249F-est_gff_StringTie-gene-11.0-mRNA-2	OTHER	1.000072	0.000000	
maker-000249F-est_gff_StringTie-gene-11.1-mRNA-1	OTHER	1.000067	0.000000	
maker-000249F-augustus-gene-11.15-mRNA-4	SP	0.000237	0.999709	CS pos: 17-18. Pr: 0.9779
maker-000249F-augustus-gene-11.15-mRNA-1	SP	0.000237	0.999709	CS pos: 17-18. Pr: 0.9779
maker-000249F-augustus-gene-11.15-mRNA-2	OTHER	1.000060	0.000000	
maker-000249F-augustus-gene-11.15-mRNA-3	OTHER	1.000060	0.000000	
maker-000249F-est_gff_StringTie-gene-12.2-mRNA-2	OTHER	1.000038	0.000000	
maker-000249F-est_gff_StringTie-gene-12.2-mRNA-3	SP	0.000233	0.999732	CS pos: 24-25. Pr: 0.9777
maker-000249F-est_gff_StringTie-gene-12.2-mRNA-1	SP	0.000233	0.999732	CS pos: 24-25. Pr: 0.9777
maker-000249F-est_gff_StringTie-gene-12.3-mRNA-1	OTHER	1.000031	0.000000	
maker-000249F-exonerate_protein2genome-gene-12.0-mRNA-1	OTHER	1.000055	0.000000	
maker-000249F-exonerate_protein2genome-gene-12.0-mRNA-2	OTHER	0.999664	0.000346	
maker-000249F-est_gff_StringTie-gene-1.1-mRNA-1	OTHER	1.000001	0.000000	
maker-000249F-est_gff_StringTie-gene-2.0-mRNA-1	OTHER	1.000062	0.000000	
maker-000249F-est_gff_StringTie-gene-2.1-mRNA-1	OTHER	0.999974	0.000022	
maker-000249F-est_gff_StringTie-gene-6.0-mRNA-2	OTHER	1.000068	0.000000	
maker-000249F-est_gff_StringTie-gene-6.0-mRNA-3	OTHER	1.000052	0.000000	
maker-000249F-est_gff_StringTie-gene-6.0-mRNA-4	OTHER	1.000068	0.000000	
maker-000249F-est_gff_StringTie-gene-6.0-mRNA-1	OTHER	1.000068	0.000000	
evm-000249F-processed-gene-6.0-mRNA-1	OTHER	0.999905	0.000102	
augustus_masked-000249F-processed-gene-6.4-mRNA-1	OTHER	1.000016	0.000006	
maker-000249F-augustus-gene-6.9-mRNA-1	OTHER	1.000040	0.000001	
maker-000249F-exonerate_protein2genome-gene-8.0-mRNA-1	OTHER	1.000062	0.000000	
maker-000249F-exonerate_protein2genome-gene-8.0-mRNA-2	OTHER	1.000062	0.000000	
maker-000249F-augustus-gene-10.7-mRNA-1	OTHER	1.000054	0.000000	
maker-000249F-est_gff_StringTie-gene-11.3-mRNA-1	SP	0.004212	0.995745	CS pos: 26-27. Pr: 0.9550
maker-000249F-est_gff_StringTie-gene-11.3-mRNA-2	SP	0.004212	0.995745	CS pos: 26-27. Pr: 0.9550
evm-000249F-processed-gene-12.1-mRNA-1	OTHER	1.000030	0.000000	
maker-000249F-exonerate_protein2genome-gene-12.1-mRNA-1	OTHER	1.000021	0.000007	
maker-000249F-exonerate_protein2genome-gene-12.1-mRNA-2	OTHER	1.000031	0.000007	
augustus_masked-000249F-processed-gene-12.21-mRNA-1	OTHER	1.000038	0.000013	
maker-000249F-augustus-gene-12.7-mRNA-1	OTHER	1.000067	0.000000	
maker-000250F-est_gff_StringTie-gene-0.0-mRNA-2	OTHER	1.000080	0.000000	
maker-000250F-est_gff_StringTie-gene-0.0-mRNA-3	OTHER	1.000080	0.000000	
maker-000250F-est_gff_StringTie-gene-0.0-mRNA-1	OTHER	1.000080	0.000000	
maker-000250F-augustus-gene-0.4-mRNA-1	OTHER	1.000065	0.000000	
maker-000250F-augustus-gene-0.4-mRNA-2	OTHER	1.000065	0.000000	
evm-000250F-processed-gene-1.2-mRNA-1	OTHER	1.000053	0.000000	
maker-000250F-exonerate_protein2genome-gene-1.3-mRNA-1	OTHER	1.000062	0.000001	
maker-000250F-exonerate_protein2genome-gene-1.3-mRNA-2	OTHER	1.000012	0.000008	
maker-000250F-exonerate_protein2genome-gene-1.3-mRNA-3	OTHER	1.000013	0.000008	
maker-000250F-exonerate_protein2genome-gene-1.3-mRNA-4	OTHER	1.000049	0.000003	
maker-000250F-exonerate_protein2genome-gene-1.3-mRNA-5	OTHER	1.000049	0.000003	
maker-000250F-exonerate_protein2genome-gene-1.3-mRNA-6	OTHER	1.000049	0.000003	
maker-000250F-exonerate_protein2genome-gene-1.3-mRNA-7	OTHER	1.000057	0.000004	
maker-000250F-exonerate_protein2genome-gene-1.3-mRNA-8	OTHER	1.000050	0.000009	
maker-000250F-est_gff_StringTie-gene-2.0-mRNA-4	OTHER	1.000075	0.000000	
maker-000250F-est_gff_StringTie-gene-2.0-mRNA-1	OTHER	1.000075	0.000000	
maker-000250F-est_gff_StringTie-gene-2.0-mRNA-2	OTHER	1.000075	0.000000	
maker-000250F-est_gff_StringTie-gene-2.0-mRNA-3	OTHER	1.000082	0.000000	
maker-000250F-est_gff_StringTie-gene-5.0-mRNA-1	SP	0.000247	0.999746	CS pos: 20-21. Pr: 0.9799
maker-000250F-est_gff_StringTie-gene-5.0-mRNA-2	SP	0.000247	0.999746	CS pos: 20-21. Pr: 0.9799
evm-000250F-processed-gene-8.5-mRNA-1	OTHER	1.000053	0.000000	
maker-000250F-est_gff_StringTie-gene-8.1-mRNA-1	OTHER	1.000051	0.000005	
maker-000250F-est_gff_StringTie-gene-8.1-mRNA-2	OTHER	1.000052	0.000005	
maker-000250F-est_gff_StringTie-gene-8.1-mRNA-4	OTHER	1.000052	0.000005	
maker-000250F-est_gff_StringTie-gene-8.1-mRNA-5	OTHER	1.000052	0.000005	
maker-000250F-est_gff_StringTie-gene-8.1-mRNA-7	OTHER	1.000052	0.000005	
maker-000250F-est_gff_StringTie-gene-8.1-mRNA-3	OTHER	1.000051	0.000005	
maker-000250F-est_gff_StringTie-gene-8.1-mRNA-6	OTHER	1.000052	0.000005	
maker-000250F-est_gff_StringTie-gene-9.1-mRNA-2	OTHER	1.000068	0.000000	
maker-000250F-est_gff_StringTie-gene-9.1-mRNA-1	OTHER	1.000030	0.000005	
maker-000250F-est_gff_StringTie-gene-9.1-mRNA-3	OTHER	0.999912	0.000098	
maker-000250F-est_gff_StringTie-gene-9.1-mRNA-4	OTHER	1.000074	0.000000	
maker-000250F-est_gff_StringTie-gene-9.1-mRNA-5	OTHER	0.999912	0.000098	
maker-000250F-est_gff_StringTie-gene-9.2-mRNA-4	OTHER	1.000056	0.000000	
maker-000250F-est_gff_StringTie-gene-9.2-mRNA-3	OTHER	1.000056	0.000000	
maker-000250F-est_gff_StringTie-gene-9.2-mRNA-1	OTHER	0.993393	0.006619	
maker-000250F-est_gff_StringTie-gene-9.2-mRNA-2	OTHER	0.993393	0.006619	
maker-000250F-est_gff_StringTie-gene-10.1-mRNA-3	OTHER	1.000006	0.000030	
maker-000250F-est_gff_StringTie-gene-10.1-mRNA-1	OTHER	1.000037	0.000001	
maker-000250F-est_gff_StringTie-gene-10.1-mRNA-2	OTHER	1.000037	0.000001	
maker-000250F-augustus-gene-10.1-mRNA-2	OTHER	1.000062	0.000000	
maker-000250F-augustus-gene-10.1-mRNA-1	OTHER	1.000062	0.000000	
maker-000250F-augustus-gene-10.1-mRNA-4	OTHER	1.000062	0.000000	
maker-000250F-augustus-gene-10.1-mRNA-3	OTHER	1.000062	0.000000	
maker-000250F-augustus-gene-11.8-mRNA-1	OTHER	0.999942	0.000120	
maker-000250F-augustus-gene-11.8-mRNA-2	OTHER	0.999942	0.000120	
maker-000250F-augustus-gene-11.8-mRNA-3	OTHER	0.999942	0.000120	
maker-000250F-est_gff_StringTie-gene-11.0-mRNA-1	OTHER	1.000019	0.000025	
maker-000250F-est_gff_StringTie-gene-11.1-mRNA-2	OTHER	1.000080	0.000000	
maker-000250F-est_gff_StringTie-gene-11.1-mRNA-3	OTHER	1.000080	0.000000	
maker-000250F-est_gff_StringTie-gene-11.1-mRNA-1	OTHER	1.000080	0.000000	
maker-000250F-est_gff_StringTie-gene-11.1-mRNA-4	OTHER	1.000065	0.000000	
maker-000250F-est_gff_StringTie-gene-12.0-mRNA-5	OTHER	1.000074	0.000000	
maker-000250F-est_gff_StringTie-gene-12.0-mRNA-3	OTHER	1.000074	0.000000	
maker-000250F-est_gff_StringTie-gene-12.0-mRNA-1	OTHER	1.000071	0.000000	
maker-000250F-est_gff_StringTie-gene-12.0-mRNA-4	OTHER	1.000074	0.000000	
maker-000250F-est_gff_StringTie-gene-12.0-mRNA-6	OTHER	1.000074	0.000000	
maker-000250F-est_gff_StringTie-gene-12.0-mRNA-2	OTHER	1.000070	0.000000	
maker-000250F-est_gff_StringTie-gene-12.1-mRNA-1	OTHER	0.996772	0.003244	
maker-000250F-est_gff_StringTie-gene-12.1-mRNA-2	OTHER	0.996772	0.003244	
evm-000250F-processed-gene-1.3-mRNA-1	OTHER	1.000043	0.000000	
maker-000250F-est_gff_StringTie-gene-1.7-mRNA-1	SP	0.000209	0.999771	CS pos: 24-25. Pr: 0.9504
maker-000250F-est_gff_StringTie-gene-1.7-mRNA-3	SP	0.001859	0.998114	CS pos: 32-33. Pr: 0.8350
maker-000250F-est_gff_StringTie-gene-1.7-mRNA-2	OTHER	1.000064	0.000000	
maker-000250F-est_gff_StringTie-gene-1.7-mRNA-4	OTHER	1.000034	0.000004	
maker-000250F-exonerate_protein2genome-gene-2.2-mRNA-1	OTHER	1.000022	0.000003	
maker-000250F-est_gff_StringTie-gene-3.0-mRNA-2	OTHER	1.000054	0.000000	
maker-000250F-est_gff_StringTie-gene-3.0-mRNA-1	OTHER	1.000091	0.000001	
maker-000250F-est_gff_StringTie-gene-3.0-mRNA-3	OTHER	1.000073	0.000000	
maker-000250F-est_gff_StringTie-gene-4.0-mRNA-4	OTHER	1.000052	0.000000	
maker-000250F-est_gff_StringTie-gene-4.0-mRNA-5	OTHER	1.000069	0.000000	
maker-000250F-est_gff_StringTie-gene-4.0-mRNA-6	OTHER	1.000049	0.000000	
maker-000250F-est_gff_StringTie-gene-4.0-mRNA-2	OTHER	1.000049	0.000000	
maker-000250F-est_gff_StringTie-gene-4.0-mRNA-1	OTHER	0.999793	0.000227	
maker-000250F-est_gff_StringTie-gene-4.0-mRNA-3	OTHER	1.000049	0.000000	
maker-000250F-augustus-gene-6.8-mRNA-1	OTHER	1.000039	0.000000	
maker-000250F-augustus-gene-6.9-mRNA-1	OTHER	1.000065	0.000000	
maker-000250F-est_gff_StringTie-gene-6.0-mRNA-1	OTHER	1.000020	0.000007	
maker-000250F-est_gff_StringTie-gene-7.0-mRNA-1	OTHER	0.999863	0.000128	
maker-000250F-est_gff_StringTie-gene-9.3-mRNA-2	OTHER	1.000066	0.000001	
maker-000250F-est_gff_StringTie-gene-9.3-mRNA-1	OTHER	1.000049	0.000000	
evm-000250F-processed-gene-9.20-mRNA-1	OTHER	0.999902	0.000103	
evm-000250F-processed-gene-10.4-mRNA-1	OTHER	1.000051	0.000001	
maker-000250F-est_gff_StringTie-gene-10.4-mRNA-1	OTHER	0.999776	0.000256	
maker-000250F-est_gff_StringTie-gene-11.2-mRNA-6	OTHER	1.000064	0.000000	
maker-000250F-est_gff_StringTie-gene-11.2-mRNA-5	OTHER	1.000064	0.000000	
maker-000250F-est_gff_StringTie-gene-11.2-mRNA-4	OTHER	1.000064	0.000002	
maker-000250F-est_gff_StringTie-gene-11.2-mRNA-2	OTHER	1.000061	0.000002	
maker-000250F-est_gff_StringTie-gene-11.2-mRNA-1	OTHER	1.000055	0.000000	
maker-000250F-est_gff_StringTie-gene-11.2-mRNA-3	OTHER	1.000055	0.000000	
maker-000250F-est_gff_StringTie-gene-11.2-mRNA-7	OTHER	1.000055	0.000000	
maker-000250F-est_gff_StringTie-gene-11.3-mRNA-1	OTHER	0.999975	0.000018	
maker-000250F-est_gff_StringTie-gene-11.4-mRNA-1	OTHER	1.000053	0.000000	
maker-000250F-est_gff_StringTie-gene-11.4-mRNA-2	OTHER	1.000048	0.000000	
maker-000250F-est_gff_StringTie-gene-12.2-mRNA-8	OTHER	1.000070	0.000000	
maker-000250F-est_gff_StringTie-gene-12.2-mRNA-4	OTHER	0.999971	0.000080	
maker-000250F-est_gff_StringTie-gene-12.2-mRNA-7	OTHER	1.000057	0.000000	
maker-000250F-est_gff_StringTie-gene-12.2-mRNA-1	OTHER	1.000055	0.000000	
maker-000250F-est_gff_StringTie-gene-12.2-mRNA-2	OTHER	1.000058	0.000000	
maker-000250F-est_gff_StringTie-gene-12.2-mRNA-3	OTHER	1.000066	0.000000	
maker-000250F-est_gff_StringTie-gene-12.2-mRNA-5	OTHER	1.000041	0.000006	
maker-000250F-est_gff_StringTie-gene-12.2-mRNA-6	OTHER	1.000058	0.000000	
maker-000250F-exonerate_protein2genome-gene-12.5-mRNA-1	OTHER	1.000044	0.000000	
maker-000250F-est_gff_StringTie-gene-12.4-mRNA-3	OTHER	1.000025	0.000011	
maker-000250F-est_gff_StringTie-gene-12.4-mRNA-2	OTHER	0.999969	0.000037	
maker-000250F-est_gff_StringTie-gene-12.4-mRNA-1	OTHER	1.000035	0.000000	
maker-000251F-est_gff_StringTie-gene-1.1-mRNA-2	SP	0.000228	0.999770	CS pos: 20-21. Pr: 0.9838
maker-000251F-est_gff_StringTie-gene-1.1-mRNA-4	SP	0.000228	0.999760	CS pos: 20-21. Pr: 0.9838
maker-000251F-est_gff_StringTie-gene-1.1-mRNA-6	OTHER	0.988418	0.011577	
maker-000251F-est_gff_StringTie-gene-1.1-mRNA-1	SP	0.000228	0.999770	CS pos: 20-21. Pr: 0.9838
maker-000251F-est_gff_StringTie-gene-1.1-mRNA-3	SP	0.000228	0.999770	CS pos: 20-21. Pr: 0.9838
maker-000251F-est_gff_StringTie-gene-1.1-mRNA-5	OTHER	0.999996	0.000038	
maker-000251F-est_gff_StringTie-gene-2.0-mRNA-1	OTHER	1.000018	0.000001	
maker-000251F-augustus-gene-4.15-mRNA-1	OTHER	1.000036	0.000000	
maker-000251F-exonerate_protein2genome-gene-4.0-mRNA-1	OTHER	1.000022	0.000010	
augustus_masked-000251F-processed-gene-4.7-mRNA-1	OTHER	1.000041	0.000004	
augustus_masked-000251F-processed-gene-4.8-mRNA-1	OTHER	1.000068	0.000000	
maker-000251F-est_gff_StringTie-gene-4.4-mRNA-1	OTHER	0.763301	0.236687	
maker-000251F-est_gff_StringTie-gene-5.0-mRNA-1	OTHER	0.999998	0.000002	
maker-000251F-est_gff_StringTie-gene-5.1-mRNA-1	OTHER	1.000076	0.000000	
maker-000251F-est_gff_StringTie-gene-5.2-mRNA-1	SP	0.000181	0.999800	CS pos: 19-20. Pr: 0.9803
maker-000251F-est_gff_StringTie-gene-5.3-mRNA-1	OTHER	0.999990	0.000010	
augustus_masked-000251F-processed-gene-6.5-mRNA-1	OTHER	1.000065	0.000004	
maker-000251F-exonerate_protein2genome-gene-7.0-mRNA-1	OTHER	1.000046	0.000002	
maker-000251F-est_gff_StringTie-gene-8.0-mRNA-1	OTHER	1.000037	0.000001	
maker-000251F-est_gff_StringTie-gene-8.0-mRNA-2	OTHER	1.000051	0.000001	
maker-000251F-est_gff_StringTie-gene-8.1-mRNA-2	SP	0.001127	0.998837	CS pos: 18-19. Pr: 0.9441
maker-000251F-est_gff_StringTie-gene-8.1-mRNA-1	SP	0.001127	0.998836	CS pos: 18-19. Pr: 0.9441
maker-000251F-est_gff_StringTie-gene-8.2-mRNA-2	OTHER	1.000039	0.000005	
maker-000251F-est_gff_StringTie-gene-8.2-mRNA-1	OTHER	1.000039	0.000005	
maker-000251F-est_gff_StringTie-gene-8.3-mRNA-1	OTHER	0.999690	0.000343	
maker-000251F-est_gff_StringTie-gene-9.0-mRNA-1	OTHER	0.992578	0.007442	
maker-000251F-exonerate_protein2genome-gene-12.0-mRNA-1	OTHER	1.000066	0.000000	
maker-000251F-est_gff_StringTie-gene-0.0-mRNA-1	OTHER	0.999811	0.000188	
maker-000251F-augustus-gene-1.8-mRNA-1	OTHER	0.998014	0.002012	
evm-000251F-processed-gene-2.6-mRNA-1	OTHER	1.000067	0.000000	
maker-000251F-est_gff_StringTie-gene-4.5-mRNA-1	OTHER	0.999996	0.000018	
maker-000251F-est_gff_StringTie-gene-5.4-mRNA-1	SP	0.000182	0.999785	CS pos: 19-20. Pr: 0.9819
maker-000251F-est_gff_StringTie-gene-6.0-mRNA-1	OTHER	0.999950	0.000052	
maker-000251F-est_gff_StringTie-gene-6.1-mRNA-1	OTHER	1.000053	0.000000	
maker-000251F-est_gff_StringTie-gene-6.1-mRNA-2	OTHER	1.000053	0.000000	
maker-000251F-augustus-gene-7.2-mRNA-1	OTHER	1.000048	0.000000	
maker-000251F-augustus-gene-7.3-mRNA-1	OTHER	0.999862	0.000135	
maker-000251F-est_gff_StringTie-gene-7.2-mRNA-1	OTHER	1.000000	0.000004	
evm-000251F-processed-gene-10.4-mRNA-1	OTHER	0.999974	0.000082	
maker-000251F-est_gff_StringTie-gene-12.3-mRNA-1	SP	0.000198	0.999786	CS pos: 25-26. Pr: 0.9784
maker-000251F-est_gff_StringTie-gene-12.3-mRNA-2	SP	0.000198	0.999786	CS pos: 25-26. Pr: 0.9784
maker-000251F-est_gff_StringTie-gene-12.3-mRNA-4	SP	0.000198	0.999781	CS pos: 25-26. Pr: 0.9784
maker-000251F-est_gff_StringTie-gene-12.3-mRNA-5	SP	0.000198	0.999786	CS pos: 25-26. Pr: 0.9784
maker-000251F-est_gff_StringTie-gene-12.3-mRNA-6	SP	0.000198	0.999786	CS pos: 25-26. Pr: 0.9784
maker-000251F-est_gff_StringTie-gene-12.3-mRNA-7	SP	0.000198	0.999786	CS pos: 25-26. Pr: 0.9784
maker-000251F-est_gff_StringTie-gene-12.3-mRNA-3	SP	0.000198	0.999786	CS pos: 25-26. Pr: 0.9784
evm-000252F-processed-gene-0.5-mRNA-1	OTHER	1.000042	0.000000	
evm-000252F-processed-gene-0.6-mRNA-1	OTHER	1.000037	0.000001	
evm-000252F-processed-gene-1.10-mRNA-1	OTHER	1.000062	0.000000	
maker-000252F-exonerate_protein2genome-gene-5.0-mRNA-1	OTHER	1.000079	0.000000	
evm-000252F-processed-gene-5.1-mRNA-1	OTHER	0.982770	0.017252	
maker-000252F-augustus-gene-6.0-mRNA-1	OTHER	1.000033	0.000017	
maker-000252F-exonerate_protein2genome-gene-6.4-mRNA-1	OTHER	1.000045	0.000000	
maker-000252F-exonerate_protein2genome-gene-6.4-mRNA-2	OTHER	1.000034	0.000000	
maker-000252F-est_gff_StringTie-gene-6.2-mRNA-3	OTHER	1.000059	0.000001	
maker-000252F-est_gff_StringTie-gene-6.2-mRNA-1	OTHER	1.000072	0.000000	
maker-000252F-est_gff_StringTie-gene-6.2-mRNA-2	OTHER	1.000072	0.000000	
maker-000252F-est_gff_StringTie-gene-7.0-mRNA-2	OTHER	1.000024	0.000000	
maker-000252F-est_gff_StringTie-gene-7.0-mRNA-4	OTHER	1.000054	0.000000	
maker-000252F-est_gff_StringTie-gene-7.0-mRNA-5	OTHER	1.000042	0.000000	
maker-000252F-est_gff_StringTie-gene-7.0-mRNA-1	OTHER	1.000064	0.000000	
maker-000252F-est_gff_StringTie-gene-7.0-mRNA-3	OTHER	1.000070	0.000000	
maker-000252F-est_gff_StringTie-gene-7.1-mRNA-4	OTHER	1.000091	0.000000	
maker-000252F-est_gff_StringTie-gene-7.1-mRNA-5	OTHER	1.000091	0.000000	
maker-000252F-est_gff_StringTie-gene-7.1-mRNA-1	OTHER	1.000091	0.000000	
maker-000252F-est_gff_StringTie-gene-7.1-mRNA-2	OTHER	1.000091	0.000000	
maker-000252F-est_gff_StringTie-gene-7.1-mRNA-3	OTHER	1.000058	0.000000	
evm-000252F-processed-gene-8.11-mRNA-1	OTHER	1.000054	0.000000	
evm-000252F-processed-gene-10.6-mRNA-1	OTHER	1.000062	0.000002	
augustus_masked-000252F-processed-gene-11.0-mRNA-1	OTHER	1.000057	0.000000	
maker-000252F-est_gff_StringTie-gene-11.1-mRNA-1	OTHER	1.000029	0.000000	
maker-000252F-est_gff_StringTie-gene-11.0-mRNA-1	OTHER	1.000010	0.000002	
