gene_id,Length
maker-000061F-est_gff_StringTie-gene-30.0,10378
maker-000061F-est_gff_StringTie-gene-29.1,561
maker-000061F-augustus-gene-29.7,683
maker-000061F-est_gff_StringTie-gene-30.1,883
maker-000061F-augustus-gene-30.19,1114
maker-000061F-est_gff_StringTie-gene-30.2,3348
maker-000061F-exonerate_protein2genome-gene-31.2,5734
maker-000061F-est_gff_StringTie-gene-31.0,1945
maker-000061F-est_gff_StringTie-gene-31.1,1582
maker-000061F-est_gff_StringTie-gene-33.2,2250
maker-000061F-exonerate_protein2genome-gene-32.0,5447
maker-000061F-est_gff_StringTie-gene-33.0,4498
maker-000061F-est_gff_StringTie-gene-33.1,3793
maker-000986F-exonerate_protein2genome-gene-0.1,486
maker-000846F-est_gff_StringTie-gene-0.51,238
maker-000846F-est_gff_StringTie-gene-0.52,1831
maker-000750F-exonerate_protein2genome-gene-0.0,444
augustus_masked-000750F-processed-gene-0.1,975
maker-000094F-est_gff_StringTie-gene-1.1,5516
maker-000094F-augustus-gene-1.7,2383
maker-000094F-est_gff_StringTie-gene-1.2,7479
evm-000094F-processed-gene-2.2,5451
maker-000094F-est_gff_StringTie-gene-2.1,3595
maker-000094F-est_gff_StringTie-gene-2.2,1647
maker-000094F-est_gff_StringTie-gene-3.1,275
maker-000094F-est_gff_StringTie-gene-3.2,1538
maker-000094F-est_gff_StringTie-gene-3.0,300
maker-000094F-est_gff_StringTie-gene-5.0,5432
evm-000094F-processed-gene-5.1,2380
maker-000094F-est_gff_StringTie-gene-4.1,1497
maker-000094F-augustus-gene-5.19,1718
maker-000094F-est_gff_StringTie-gene-5.2,1854
maker-000094F-est_gff_StringTie-gene-5.3,318
maker-000094F-est_gff_StringTie-gene-5.4,337
maker-000094F-est_gff_StringTie-gene-7.0,10748
maker-000094F-est_gff_StringTie-gene-7.2,482
maker-000094F-est_gff_StringTie-gene-7.1,4175
augustus_masked-000094F-processed-gene-7.14,738
augustus_masked-000094F-processed-gene-7.15,456
evm-000094F-processed-gene-9.7,352
maker-000094F-est_gff_StringTie-gene-9.1,726
evm-000094F-processed-gene-9.8,10003
maker-000094F-est_gff_StringTie-gene-10.1,5645
evm-000094F-processed-gene-10.13,4136
evm-000094F-processed-gene-12.0,3824
maker-000094F-est_gff_StringTie-gene-13.0,428
evm-000094F-processed-gene-15.10,3451
maker-000094F-est_gff_StringTie-gene-16.4,439
maker-000094F-est_gff_StringTie-gene-16.0,2212
maker-000094F-est_gff_StringTie-gene-16.2,4490
maker-000094F-est_gff_StringTie-gene-16.3,2627
maker-000094F-est_gff_StringTie-gene-17.0,438
maker-000094F-est_gff_StringTie-gene-19.1,10612
maker-000094F-exonerate_protein2genome-gene-20.0,5915
maker-000094F-exonerate_protein2genome-gene-19.0,390
maker-000094F-exonerate_protein2genome-gene-20.1,561
maker-000094F-exonerate_protein2genome-gene-20.2,588
maker-000094F-est_gff_StringTie-gene-20.4,427
augustus_masked-000094F-processed-gene-21.1,384
augustus_masked-000094F-processed-gene-21.5,222
maker-000094F-est_gff_StringTie-gene-21.1,4584
maker-000094F-est_gff_StringTie-gene-22.2,3007
maker-000094F-augustus-gene-22.9,429
maker-000094F-est_gff_StringTie-gene-22.1,1258
maker-000094F-est_gff_StringTie-gene-23.2,2115
maker-000094F-exonerate_protein2genome-gene-23.1,5421
maker-000094F-est_gff_StringTie-gene-23.3,2359
maker-000094F-est_gff_StringTie-gene-24.0,3495
evm-000094F-processed-gene-25.6,3404
maker-000094F-est_gff_StringTie-gene-25.1,1986
maker-000094F-est_gff_StringTie-gene-25.3,2254
maker-000094F-exonerate_protein2genome-gene-25.0,6130
maker-000094F-est_gff_StringTie-gene-26.0,11393
augustus_masked-000094F-processed-gene-26.12,804
maker-001576F-est_gff_StringTie-gene-0.0,307
maker-000593F-exonerate_protein2genome-gene-0.6,1226
maker-000593F-est_gff_StringTie-gene-0.3,815
maker-000593F-est_gff_StringTie-gene-0.4,585
maker-000593F-est_gff_StringTie-gene-0.1,4068
maker-000593F-est_gff_StringTie-gene-0.5,2827
evm-000593F-processed-gene-0.1,11458
maker-000985F-est_gff_StringTie-gene-0.0,277
maker-000576F-augustus-gene-0.0,818
maker-000576F-est_gff_StringTie-gene-0.5,2312
maker-000576F-exonerate_protein2genome-gene-0.0,1402
maker-000576F-exonerate_protein2genome-gene-0.1,4351
maker-000576F-est_gff_StringTie-gene-1.42,254
maker-000576F-est_gff_StringTie-gene-1.46,6438
maker-000576F-est_gff_StringTie-gene-1.43,1071
maker-000576F-est_gff_StringTie-gene-1.44,1759
maker-000576F-est_gff_StringTie-gene-1.45,757
maker-000450F-est_gff_StringTie-gene-1.0,516
maker-000450F-est_gff_StringTie-gene-1.1,372
maker-000450F-est_gff_StringTie-gene-4.0,10864
maker-000508F-est_gff_StringTie-gene-0.1,820
maker-000508F-est_gff_StringTie-gene-0.0,10492
maker-000508F-est_gff_StringTie-gene-1.2,1246
maker-000508F-exonerate_protein2genome-gene-1.7,2242
maker-000508F-exonerate_protein2genome-gene-1.6,3435
maker-000508F-est_gff_StringTie-gene-1.1,1549
maker-000508F-augustus-gene-1.15,3760
evm-000508F-processed-gene-2.19,2714
maker-000508F-exonerate_protein2genome-gene-2.4,6894
maker-000432F-augustus-gene-0.0,1103
maker-000432F-est_gff_StringTie-gene-1.2,672
maker-000432F-exonerate_protein2genome-gene-1.1,2978
maker-000432F-est_gff_StringTie-gene-1.3,203
maker-000432F-est_gff_StringTie-gene-1.5,274
maker-000432F-est_gff_StringTie-gene-1.6,479
maker-000432F-exonerate_protein2genome-gene-1.0,741
maker-000432F-est_gff_StringTie-gene-3.0,1627
maker-000432F-est_gff_StringTie-gene-3.1,985
maker-000432F-est_gff_StringTie-gene-3.2,207
maker-000432F-est_gff_StringTie-gene-3.3,1019
maker-000432F-est_gff_StringTie-gene-3.4,323
augustus_masked-000432F-processed-gene-4.1,834
maker-000432F-est_gff_StringTie-gene-4.3,6895
maker-000432F-est_gff_StringTie-gene-4.1,213
maker-000432F-est_gff_StringTie-gene-4.2,244
augustus_masked-000584F-processed-gene-0.5,666
maker-000584F-est_gff_StringTie-gene-0.0,210
maker-000584F-exonerate_protein2genome-gene-1.0,279
maker-000584F-est_gff_StringTie-gene-1.1,1593
maker-000392F-augustus-gene-0.2,3073
maker-000392F-est_gff_StringTie-gene-0.1,2590
maker-000392F-augustus-gene-1.8,3114
maker-000392F-est_gff_StringTie-gene-1.0,294
maker-000392F-est_gff_StringTie-gene-1.1,623
maker-000392F-est_gff_StringTie-gene-1.2,2455
maker-000392F-est_gff_StringTie-gene-2.0,8017
augustus_masked-000392F-processed-gene-3.2,1557
maker-000392F-est_gff_StringTie-gene-3.1,274
maker-000392F-est_gff_StringTie-gene-3.3,473
maker-000392F-est_gff_StringTie-gene-3.2,224
maker-000392F-exonerate_protein2genome-gene-4.2,531
maker-000392F-exonerate_protein2genome-gene-4.3,582
maker-000392F-est_gff_StringTie-gene-4.0,8436
maker-000392F-est_gff_StringTie-gene-4.1,11780
maker-000392F-est_gff_StringTie-gene-5.3,2228
maker-000392F-est_gff_StringTie-gene-5.5,278
maker-000392F-est_gff_StringTie-gene-5.6,3868
maker-000392F-exonerate_protein2genome-gene-5.0,984
maker-000392F-exonerate_protein2genome-gene-5.2,1038
maker-000392F-exonerate_protein2genome-gene-5.1,2077
maker-000392F-est_gff_StringTie-gene-5.7,8893
maker-000392F-est_gff_StringTie-gene-6.2,4356
maker-000392F-est_gff_StringTie-gene-6.1,1089
maker-000006F-est_gff_StringTie-gene-0.0,1711
maker-000006F-est_gff_StringTie-gene-0.1,4638
maker-000006F-est_gff_StringTie-gene-0.2,805
maker-000006F-est_gff_StringTie-gene-0.3,246
maker-000006F-est_gff_StringTie-gene-0.4,285
maker-000006F-est_gff_StringTie-gene-0.5,628
maker-000006F-est_gff_StringTie-gene-0.6,229
evm-000006F-processed-gene-1.1,1979
maker-000006F-est_gff_StringTie-gene-1.0,279
maker-000006F-est_gff_StringTie-gene-1.1,233
maker-000006F-augustus-gene-1.12,1259
maker-000006F-est_gff_StringTie-gene-1.2,2552
maker-000006F-est_gff_StringTie-gene-1.3,227
maker-000006F-est_gff_StringTie-gene-1.4,510
maker-000006F-est_gff_StringTie-gene-2.0,2518
maker-000006F-est_gff_StringTie-gene-2.4,216
evm-000006F-processed-gene-2.1,2448
maker-000006F-augustus-gene-2.5,2417
maker-000006F-est_gff_StringTie-gene-3.2,6499
maker-000006F-est_gff_StringTie-gene-3.3,277
maker-000006F-est_gff_StringTie-gene-3.0,807
maker-000006F-est_gff_StringTie-gene-3.1,326
maker-000006F-est_gff_StringTie-gene-4.0,357
maker-000006F-est_gff_StringTie-gene-4.1,218
maker-000006F-est_gff_StringTie-gene-4.2,3411
maker-000006F-est_gff_StringTie-gene-4.3,205
maker-000006F-est_gff_StringTie-gene-4.4,425
maker-000006F-augustus-gene-4.13,542
maker-000006F-est_gff_StringTie-gene-4.5,423
maker-000006F-augustus-gene-4.15,438
maker-000006F-est_gff_StringTie-gene-4.7,527
maker-000006F-est_gff_StringTie-gene-4.8,400
maker-000006F-est_gff_StringTie-gene-5.0,10136
maker-000006F-est_gff_StringTie-gene-10.0,2801
maker-000006F-exonerate_protein2genome-gene-11.0,591
maker-000006F-exonerate_protein2genome-gene-11.1,654
maker-000006F-est_gff_StringTie-gene-13.1,308
evm-000006F-processed-gene-13.0,1103
augustus_masked-000006F-processed-gene-13.5,801
evm-000006F-processed-gene-14.1,2085
maker-000006F-augustus-gene-15.15,1834
maker-000006F-est_gff_StringTie-gene-15.1,3258
maker-000006F-est_gff_StringTie-gene-15.2,556
maker-000006F-est_gff_StringTie-gene-16.1,4904
evm-000006F-processed-gene-16.0,4224
maker-000006F-est_gff_StringTie-gene-17.4,5579
maker-000006F-exonerate_protein2genome-gene-17.6,963
maker-000006F-exonerate_protein2genome-gene-17.8,4259
maker-000006F-exonerate_protein2genome-gene-17.7,249
maker-000006F-est_gff_StringTie-gene-17.2,675
augustus_masked-000006F-processed-gene-17.6,2600
maker-000006F-exonerate_protein2genome-gene-18.0,8087
maker-000006F-est_gff_StringTie-gene-18.2,7737
maker-000006F-est_gff_StringTie-gene-19.1,6574
augustus_masked-000006F-processed-gene-19.9,504
maker-000006F-est_gff_StringTie-gene-19.0,1387
augustus_masked-000006F-processed-gene-19.10,1020
maker-000006F-est_gff_StringTie-gene-21.0,4511
maker-000006F-est_gff_StringTie-gene-29.0,5360
maker-000006F-est_gff_StringTie-gene-32.0,277
maker-000006F-est_gff_StringTie-gene-37.0,3790
maker-000006F-est_gff_StringTie-gene-34.0,245
maker-000006F-est_gff_StringTie-gene-36.0,333
maker-000006F-est_gff_StringTie-gene-37.1,201
maker-000006F-est_gff_StringTie-gene-38.0,1147
maker-000006F-est_gff_StringTie-gene-39.0,500
maker-000006F-est_gff_StringTie-gene-39.1,7994
maker-000006F-exonerate_protein2genome-gene-40.6,10041
augustus_masked-000006F-processed-gene-40.4,300
maker-000006F-est_gff_StringTie-gene-40.0,1874
maker-000006F-est_gff_StringTie-gene-40.3,6974
maker-000006F-est_gff_StringTie-gene-40.1,3030
maker-000006F-est_gff_StringTie-gene-40.4,1006
maker-000006F-exonerate_protein2genome-gene-40.5,1248
evm-000006F-processed-gene-41.3,3592
maker-000006F-est_gff_StringTie-gene-41.1,2741
maker-000006F-exonerate_protein2genome-gene-41.7,2654
maker-000006F-est_gff_StringTie-gene-41.2,4936
maker-000006F-est_gff_StringTie-gene-41.5,8847
maker-000006F-exonerate_protein2genome-gene-41.6,7319
maker-000006F-est_gff_StringTie-gene-42.0,2628
maker-000006F-est_gff_StringTie-gene-42.1,1092
maker-000006F-est_gff_StringTie-gene-42.2,4024
maker-000006F-est_gff_StringTie-gene-42.3,471
maker-000006F-est_gff_StringTie-gene-43.0,12551
maker-000006F-est_gff_StringTie-gene-47.1,6804
maker-000006F-est_gff_StringTie-gene-45.0,214
maker-000006F-exonerate_protein2genome-gene-47.0,9026
maker-000006F-est_gff_StringTie-gene-47.4,1490
maker-000006F-est_gff_StringTie-gene-47.2,6844
maker-000006F-est_gff_StringTie-gene-47.5,247
maker-000006F-est_gff_StringTie-gene-48.1,2375
maker-000006F-est_gff_StringTie-gene-48.2,787
maker-000006F-est_gff_StringTie-gene-48.3,885
maker-000006F-est_gff_StringTie-gene-48.0,2640
maker-000006F-est_gff_StringTie-gene-49.0,2311
maker-000006F-est_gff_StringTie-gene-49.1,2437
evm-000006F-processed-gene-49.13,3285
maker-000006F-augustus-gene-49.11,2084
maker-000006F-augustus-gene-50.16,2319
maker-000006F-est_gff_StringTie-gene-50.1,2785
maker-000006F-est_gff_StringTie-gene-50.2,5070
maker-000006F-est_gff_StringTie-gene-50.0,642
maker-000006F-augustus-gene-50.15,1069
maker-000006F-est_gff_StringTie-gene-50.3,3933
maker-000006F-est_gff_StringTie-gene-51.0,2224
maker-000006F-est_gff_StringTie-gene-51.1,6701
maker-000006F-est_gff_StringTie-gene-51.2,1530
evm-000006F-processed-gene-52.10,1082
augustus_masked-000006F-processed-gene-52.1,432
maker-000006F-est_gff_StringTie-gene-52.0,12405
maker-000006F-augustus-gene-52.7,5641
maker-000006F-augustus-gene-52.8,1798
maker-000006F-est_gff_StringTie-gene-52.1,3048
maker-000006F-est_gff_StringTie-gene-53.0,2374
maker-000006F-est_gff_StringTie-gene-58.0,12710
maker-000006F-est_gff_StringTie-gene-59.0,644
maker-000006F-exonerate_protein2genome-gene-59.2,1932
maker-000006F-augustus-gene-60.14,4380
maker-000006F-augustus-gene-60.15,2414
maker-000006F-exonerate_protein2genome-gene-60.4,2315
evm-000006F-processed-gene-60.3,2101
maker-000006F-exonerate_protein2genome-gene-60.6,2127
maker-000006F-augustus-gene-62.7,819
maker-000006F-est_gff_StringTie-gene-64.0,248
evm-000006F-processed-gene-66.8,2216
augustus_masked-000006F-processed-gene-66.4,456
maker-000006F-augustus-gene-68.8,1370
evm-000006F-processed-gene-68.12,415
maker-000006F-est_gff_StringTie-gene-68.4,1789
maker-000006F-exonerate_protein2genome-gene-68.5,4908
maker-000006F-exonerate_protein2genome-gene-70.2,11316
maker-000006F-est_gff_StringTie-gene-70.0,15592
maker-000006F-est_gff_StringTie-gene-71.1,2309
maker-000006F-est_gff_StringTie-gene-71.0,2133
maker-000006F-augustus-gene-71.2,9596
maker-000006F-augustus-gene-72.8,579
augustus_masked-000006F-processed-gene-72.4,2174
maker-000006F-exonerate_protein2genome-gene-72.0,10441
maker-000006F-est_gff_StringTie-gene-73.4,11268
maker-000006F-est_gff_StringTie-gene-73.0,1397
maker-000006F-est_gff_StringTie-gene-73.5,1630
maker-000006F-est_gff_StringTie-gene-73.6,3379
maker-000006F-augustus-gene-73.5,3104
maker-000006F-est_gff_StringTie-gene-73.7,783
maker-000006F-est_gff_StringTie-gene-73.8,534
maker-000006F-est_gff_StringTie-gene-73.1,474
maker-000006F-est_gff_StringTie-gene-73.2,3301
maker-000006F-augustus-gene-73.12,3304
maker-000006F-est_gff_StringTie-gene-73.3,7723
maker-000006F-est_gff_StringTie-gene-73.10,3948
maker-000532F-est_gff_StringTie-gene-0.0,1350
augustus_masked-000532F-processed-gene-0.30,1512
maker-000532F-est_gff_StringTie-gene-1.0,1524
maker-000532F-augustus-gene-1.40,354
augustus_masked-000532F-processed-gene-1.23,1563
augustus_masked-000532F-processed-gene-1.24,495
maker-000532F-est_gff_StringTie-gene-2.1,206
maker-000532F-est_gff_StringTie-gene-2.0,231
maker-000532F-est_gff_StringTie-gene-2.2,291
maker-000532F-augustus-gene-2.3,2419
evm-000532F-processed-gene-2.0,5332
augustus_masked-000470F-processed-gene-0.0,645
maker-000470F-augustus-gene-2.2,1997
maker-000470F-est_gff_StringTie-gene-2.0,9033
maker-000470F-est_gff_StringTie-gene-2.1,13260
maker-000470F-est_gff_StringTie-gene-3.2,6397
maker-000470F-est_gff_StringTie-gene-3.3,9312
maker-000470F-est_gff_StringTie-gene-3.4,10529
augustus_masked-000470F-processed-gene-3.12,1632
maker-000470F-exonerate_protein2genome-gene-3.1,429
augustus_masked-000683F-processed-gene-0.1,219
maker-000683F-augustus-gene-0.13,1155
maker-000013F-est_gff_StringTie-gene-0.0,718
maker-000013F-est_gff_StringTie-gene-0.1,3358
maker-000013F-est_gff_StringTie-gene-1.0,3486
evm-000013F-processed-gene-1.1,6529
maker-000013F-augustus-gene-2.1,5559
maker-000013F-est_gff_StringTie-gene-2.0,931
evm-000013F-processed-gene-2.8,3220
augustus_masked-000013F-processed-gene-2.6,1076
maker-000013F-est_gff_StringTie-gene-4.1,4927
evm-000013F-processed-gene-4.7,12082
maker-000013F-est_gff_StringTie-gene-5.2,6741
maker-000013F-est_gff_StringTie-gene-5.3,324
maker-000013F-est_gff_StringTie-gene-5.1,385
maker-000013F-exonerate_protein2genome-gene-5.0,1157
maker-000013F-est_gff_StringTie-gene-5.5,8038
maker-000013F-augustus-gene-7.0,6386
maker-000013F-exonerate_protein2genome-gene-6.0,429
maker-000013F-exonerate_protein2genome-gene-7.0,6281
maker-000013F-est_gff_StringTie-gene-7.2,2544
maker-000013F-augustus-gene-10.12,6537
maker-000013F-augustus-gene-10.13,1432
maker-000013F-augustus-gene-10.14,647
maker-000013F-est_gff_StringTie-gene-9.2,594
maker-000013F-est_gff_StringTie-gene-9.3,889
maker-000013F-est_gff_StringTie-gene-9.4,492
maker-000013F-augustus-gene-10.17,1152
maker-000013F-est_gff_StringTie-gene-10.2,3465
maker-000013F-est_gff_StringTie-gene-11.0,1842
maker-000013F-est_gff_StringTie-gene-11.1,12429
maker-000013F-exonerate_protein2genome-gene-12.1,8196
maker-000013F-augustus-gene-12.4,14478
maker-000013F-est_gff_StringTie-gene-13.0,1689
maker-000013F-est_gff_StringTie-gene-13.1,2475
maker-000013F-est_gff_StringTie-gene-14.2,6743
maker-000013F-augustus-gene-14.9,1131
maker-000013F-est_gff_StringTie-gene-14.0,425
evm-000013F-processed-gene-14.15,3163
maker-000013F-est_gff_StringTie-gene-14.3,2957
maker-000013F-est_gff_StringTie-gene-14.1,3257
maker-000013F-est_gff_StringTie-gene-15.0,3433
maker-000013F-est_gff_StringTie-gene-15.1,238
maker-000013F-est_gff_StringTie-gene-16.0,256
evm-000013F-processed-gene-16.6,1505
evm-000013F-processed-gene-17.1,691
maker-000013F-est_gff_StringTie-gene-17.2,653
maker-000013F-est_gff_StringTie-gene-17.4,698
evm-000013F-processed-gene-17.0,3182
maker-000013F-est_gff_StringTie-gene-18.1,8392
maker-000013F-est_gff_StringTie-gene-18.2,289
maker-000013F-augustus-gene-18.2,2427
maker-000013F-est_gff_StringTie-gene-19.0,381
maker-000013F-augustus-gene-20.1,9989
maker-000013F-est_gff_StringTie-gene-21.0,393
maker-000013F-est_gff_StringTie-gene-21.1,965
maker-000013F-est_gff_StringTie-gene-21.3,302
maker-000013F-est_gff_StringTie-gene-21.2,317
maker-000013F-est_gff_StringTie-gene-22.0,2633
maker-000013F-est_gff_StringTie-gene-22.1,1716
maker-000013F-augustus-gene-22.8,4857
maker-000013F-exonerate_protein2genome-gene-22.3,975
maker-000013F-exonerate_protein2genome-gene-23.0,7470
maker-000013F-est_gff_StringTie-gene-23.2,3340
maker-000013F-est_gff_StringTie-gene-25.0,6666
maker-000013F-est_gff_StringTie-gene-26.2,1359
maker-000013F-est_gff_StringTie-gene-26.3,2478
maker-000013F-exonerate_protein2genome-gene-26.0,5319
evm-000013F-processed-gene-26.7,5106
maker-000013F-est_gff_StringTie-gene-27.0,1270
maker-000013F-augustus-gene-27.7,1494
maker-000013F-est_gff_StringTie-gene-28.1,665
maker-000013F-est_gff_StringTie-gene-28.0,424
maker-000013F-exonerate_protein2genome-gene-28.2,1035
augustus_masked-000013F-processed-gene-29.0,1841
maker-000013F-est_gff_StringTie-gene-30.1,204
maker-000013F-est_gff_StringTie-gene-30.2,4412
maker-000013F-augustus-gene-30.2,809
augustus_masked-000013F-processed-gene-31.2,213
maker-000013F-exonerate_protein2genome-gene-31.0,1020
evm-000013F-processed-gene-33.4,3333
evm-000013F-processed-gene-33.5,8579
maker-000013F-est_gff_StringTie-gene-34.1,737
maker-000013F-est_gff_StringTie-gene-34.2,2235
maker-000013F-exonerate_protein2genome-gene-34.0,3040
maker-000013F-exonerate_protein2genome-gene-35.0,4944
maker-000013F-est_gff_StringTie-gene-35.1,1246
maker-000013F-est_gff_StringTie-gene-35.2,247
maker-000013F-est_gff_StringTie-gene-35.4,1050
maker-000013F-est_gff_StringTie-gene-36.1,2740
evm-000013F-processed-gene-36.0,6669
maker-000013F-augustus-gene-38.0,473
evm-000013F-processed-gene-38.7,828
maker-000013F-est_gff_StringTie-gene-39.0,2990
maker-000013F-est_gff_StringTie-gene-43.0,6797
maker-000013F-est_gff_StringTie-gene-44.0,304
evm-000013F-processed-gene-45.0,3679
maker-000013F-augustus-gene-46.8,1435
maker-000013F-exonerate_protein2genome-gene-46.0,2079
evm-000013F-processed-gene-46.12,651
maker-000013F-est_gff_StringTie-gene-46.2,6222
augustus_masked-000013F-processed-gene-47.1,459
maker-000013F-est_gff_StringTie-gene-50.0,2920
maker-000013F-est_gff_StringTie-gene-51.0,2567
maker-000013F-est_gff_StringTie-gene-51.1,8062
augustus_masked-000013F-processed-gene-51.6,390
maker-000013F-est_gff_StringTie-gene-52.1,1953
maker-000013F-est_gff_StringTie-gene-52.2,2003
maker-000013F-est_gff_StringTie-gene-54.0,13614
maker-000013F-est_gff_StringTie-gene-53.0,228
maker-000013F-est_gff_StringTie-gene-54.1,452
evm-000013F-processed-gene-55.4,4362
maker-000013F-est_gff_StringTie-gene-55.0,2111
maker-000013F-est_gff_StringTie-gene-56.1,4722
maker-000013F-exonerate_protein2genome-gene-56.3,1266
maker-000013F-est_gff_StringTie-gene-56.2,202
maker-000013F-est_gff_StringTie-gene-57.0,12978
maker-000013F-augustus-gene-58.8,3242
maker-000013F-est_gff_StringTie-gene-58.1,5783
evm-000013F-processed-gene-59.0,2196
augustus_masked-000013F-processed-gene-59.2,231
maker-000013F-est_gff_StringTie-gene-59.1,237
maker-000827F-est_gff_StringTie-gene-0.0,597
maker-001111F-est_gff_StringTie-gene-0.0,1066
maker-001111F-augustus-gene-0.1,1040
maker-000075F-est_gff_StringTie-gene-1.0,3904
maker-000075F-est_gff_StringTie-gene-2.0,5462
maker-000075F-est_gff_StringTie-gene-2.1,809
maker-000075F-est_gff_StringTie-gene-3.1,234
evm-000075F-processed-gene-3.3,5387
maker-000075F-est_gff_StringTie-gene-4.1,223
maker-000075F-exonerate_protein2genome-gene-4.7,4036
maker-000075F-est_gff_StringTie-gene-4.2,381
maker-000075F-est_gff_StringTie-gene-4.3,202
maker-000075F-est_gff_StringTie-gene-4.4,2282
evm-000075F-processed-gene-4.16,3130
maker-000075F-exonerate_protein2genome-gene-5.0,3834
maker-000075F-est_gff_StringTie-gene-5.5,269
maker-000075F-est_gff_StringTie-gene-5.6,232
maker-000075F-augustus-gene-5.10,597
maker-000075F-est_gff_StringTie-gene-5.7,6979
maker-000075F-est_gff_StringTie-gene-5.8,1594
evm-000075F-processed-gene-5.6,1062
augustus_masked-000075F-processed-gene-6.0,2773
maker-000075F-est_gff_StringTie-gene-6.5,1183
maker-000075F-est_gff_StringTie-gene-6.4,1365
maker-000075F-exonerate_protein2genome-gene-7.0,2283
maker-000075F-est_gff_StringTie-gene-7.4,325
maker-000075F-est_gff_StringTie-gene-8.0,206
maker-000075F-est_gff_StringTie-gene-8.1,356
maker-000075F-est_gff_StringTie-gene-8.2,1402
maker-000075F-est_gff_StringTie-gene-8.3,1538
maker-000075F-est_gff_StringTie-gene-8.4,2789
maker-000075F-est_gff_StringTie-gene-8.5,1322
maker-000075F-est_gff_StringTie-gene-8.6,1070
maker-000075F-exonerate_protein2genome-gene-8.9,2534
maker-000075F-est_gff_StringTie-gene-8.8,564
maker-000075F-est_gff_StringTie-gene-9.0,1233
maker-000075F-est_gff_StringTie-gene-9.2,918
maker-000075F-est_gff_StringTie-gene-9.1,3887
maker-000075F-est_gff_StringTie-gene-10.1,5714
maker-000075F-est_gff_StringTie-gene-10.0,339
evm-000075F-processed-gene-10.1,1528
evm-000075F-processed-gene-11.7,7003
maker-000075F-est_gff_StringTie-gene-11.1,268
maker-000075F-est_gff_StringTie-gene-13.1,4714
maker-000075F-exonerate_protein2genome-gene-13.0,4092
maker-000075F-exonerate_protein2genome-gene-14.2,10912
maker-000075F-est_gff_StringTie-gene-14.0,2965
augustus_masked-000075F-processed-gene-14.6,739
augustus_masked-000075F-processed-gene-15.2,1245
maker-000075F-exonerate_protein2genome-gene-15.1,1809
maker-000075F-exonerate_protein2genome-gene-16.0,8871
maker-000075F-est_gff_StringTie-gene-18.0,8633
maker-000075F-est_gff_StringTie-gene-17.0,277
maker-000075F-est_gff_StringTie-gene-18.1,408
maker-000075F-est_gff_StringTie-gene-18.2,8022
augustus_masked-000075F-processed-gene-18.5,4959
augustus_masked-000075F-processed-gene-18.4,1026
maker-000075F-est_gff_StringTie-gene-19.0,22142
augustus_masked-000075F-processed-gene-21.1,4176
evm-000075F-processed-gene-21.12,1566
augustus_masked-000075F-processed-gene-21.11,321
maker-000075F-est_gff_StringTie-gene-24.0,604
maker-000075F-est_gff_StringTie-gene-26.0,9103
augustus_masked-000075F-processed-gene-26.3,465
evm-000075F-processed-gene-27.0,1714
maker-000075F-est_gff_StringTie-gene-27.1,902
maker-000075F-exonerate_protein2genome-gene-28.2,4674
maker-000075F-est_gff_StringTie-gene-29.0,4379
maker-000075F-est_gff_StringTie-gene-29.3,556
maker-000075F-est_gff_StringTie-gene-29.4,3661
maker-000075F-est_gff_StringTie-gene-29.1,2351
maker-000075F-est_gff_StringTie-gene-29.5,3060
maker-000075F-est_gff_StringTie-gene-29.2,229
maker-000075F-est_gff_StringTie-gene-30.0,4154
maker-000075F-est_gff_StringTie-gene-31.0,376
maker-000075F-exonerate_protein2genome-gene-31.3,5970
maker-000707F-exonerate_protein2genome-gene-0.0,48
augustus_masked-000140F-processed-gene-0.55,594
augustus_masked-000140F-processed-gene-0.74,594
augustus_masked-000140F-processed-gene-0.14,594
maker-000140F-est_gff_StringTie-gene-0.0,2990
maker-000140F-augustus-gene-1.0,12524
maker-000140F-augustus-gene-2.0,14231
maker-000140F-est_gff_StringTie-gene-1.0,368
maker-000140F-est_gff_StringTie-gene-2.3,6400
maker-000140F-est_gff_StringTie-gene-2.4,744
maker-000140F-est_gff_StringTie-gene-2.5,515
maker-000140F-augustus-gene-2.3,9665
maker-000140F-est_gff_StringTie-gene-2.9,604
maker-000140F-est_gff_StringTie-gene-3.1,5474
maker-000140F-est_gff_StringTie-gene-3.0,3135
maker-000140F-augustus-gene-4.7,1801
maker-000140F-exonerate_protein2genome-gene-4.0,4368
maker-000140F-est_gff_StringTie-gene-5.0,1937
maker-000140F-est_gff_StringTie-gene-5.1,2941
maker-000140F-est_gff_StringTie-gene-5.2,1671
maker-000140F-augustus-gene-6.16,1238
maker-000140F-exonerate_protein2genome-gene-6.1,1518
maker-000140F-est_gff_StringTie-gene-6.2,2219
maker-000140F-est_gff_StringTie-gene-6.6,5439
evm-000140F-processed-gene-6.10,3307
maker-000140F-est_gff_StringTie-gene-7.5,3391
maker-000140F-est_gff_StringTie-gene-7.2,4705
maker-000140F-augustus-gene-7.9,1278
maker-000140F-exonerate_protein2genome-gene-7.0,1184
maker-000140F-est_gff_StringTie-gene-7.4,306
maker-000140F-exonerate_protein2genome-gene-8.3,2251
maker-000140F-est_gff_StringTie-gene-8.2,355
evm-000140F-processed-gene-8.7,4065
evm-000140F-processed-gene-9.1,1679
maker-000140F-augustus-gene-11.8,618
augustus_masked-000140F-processed-gene-14.4,492
