gene_id	geneName	Chr	Start	End
maker-000010F-exonerate_protein2genome-gene-12.0	mob3b	000010F	2987625	3016310
maker-000010F-augustus-gene-13.6	NA	000010F	3015942	3016310
maker-000010F-est_gff_StringTie-gene-13.0	rpb-5_polr2e	000010F	3016239	3061745
maker-000010F-est_gff_StringTie-gene-13.3	osbpl11	000010F	3067068	3108832
maker-000010F-est_gff_StringTie-gene-13.4	haspin_3	000010F	3125329	3172575
maker-000010F-est_gff_StringTie-gene-13.1	scyl1	000010F	3188064	3266320
maker-000010F-est_gff_StringTie-gene-13.5	ndufb4	000010F	3205992	3221991
maker-000010F-est_gff_StringTie-gene-13.2	NA	000010F	3275431	3277004
maker-000010F-est_gff_StringTie-gene-14.2	erbin	000010F	3291787	3379881
maker-000010F-est_gff_StringTie-gene-14.0	nup35	000010F	3380270	3407085
maker-000010F-est_gff_StringTie-gene-14.1	gtf3c2	000010F	3424688	3487983
maker-000010F-exonerate_protein2genome-gene-14.4	gid8	000010F	3482107	3514829
maker-000010F-exonerate_protein2genome-gene-15.1	polr2e	000010F	3521305	3548032
maker-000010F-est_gff_StringTie-gene-15.2	nos1ap	000010F	3548211	3568589
maker-000010F-est_gff_StringTie-gene-15.3	cg17119	000010F	3607219	3677362
maker-000010F-est_gff_StringTie-gene-15.5	tmem59	000010F	3677422	3697699
maker-000010F-est_gff_StringTie-gene-15.6	NA	000010F	3700037	3704902
maker-000010F-augustus-gene-15.8	msantd3_2	000010F	3704620	3704902
maker-000010F-est_gff_StringTie-gene-15.7	NA	000010F	3725242	3728370
maker-000010F-exonerate_protein2genome-gene-17.0	ror2	000010F	3872596	4187499
maker-000010F-est_gff_StringTie-gene-17.2	cg9801	000010F	4187560	4236557
maker-000010F-est_gff_StringTie-gene-18.0	NA	000010F	4429272	4447304
maker-000010F-exonerate_protein2genome-gene-20.0	rbpj	000010F	4653718	4735856
maker-000010F-est_gff_StringTie-gene-20.2	rhogap100f_2	000010F	4800759	4945923
maker-000010F-exonerate_protein2genome-gene-21.6	exosc3	000010F	4957820	4971254
maker-000010F-est_gff_StringTie-gene-21.1	adt-2	000010F	5027599	5062847
maker-000010F-augustus-gene-21.5	adamts8	000010F	5066918	5079193
maker-000010F-est_gff_StringTie-gene-21.3	adamts17	000010F	5081262	5092461
maker-000010F-est_gff_StringTie-gene-21.5	cep135	000010F	5117902	5121624
maker-000010F-exonerate_protein2genome-gene-21.7	psma2	000010F	5122007	5150345
augustus_masked-000010F-processed-gene-21.39	alkbh2_181	000010F	5191987	5192580
augustus_masked-000010F-processed-gene-22.2	alkbh2_101	000010F	5202966	5203559
maker-000010F-est_gff_StringTie-gene-22.2	topors	000010F	5244406	5266998
maker-000010F-exonerate_protein2genome-gene-22.0	copa	000010F	5267235	5309516
maker-000010F-est_gff_StringTie-gene-26.0	NA	000010F	6202470	6244680
maker-000010F-est_gff_StringTie-gene-26.1	NA	000010F	6288913	6309143
maker-000010F-est_gff_StringTie-gene-29.0	NA	000010F	6696743	6950517
maker-000010F-est_gff_StringTie-gene-29.1	NA	000010F	6984397	6986014
maker-000010F-est_gff_StringTie-gene-29.2	abhd14a	000010F	7008189	7093919
maker-000010F-est_gff_StringTie-gene-30.1	NA	000010F	7124514	7154170
maker-000010F-est_gff_StringTie-gene-30.2	NA	000010F	7197688	7280152
maker-000010F-est_gff_StringTie-gene-31.2	NA	000010F	7340809	7365836
augustus_masked-000010F-processed-gene-31.12	NA	000010F	7411133	7411897
evm-000010F-processed-gene-31.0	NA	000010F	7437153	7459101
maker-000010F-est_gff_StringTie-gene-31.1	rad18	000010F	7469035	7576671
maker-000010F-est_gff_StringTie-gene-31.3	NA	000010F	7510396	7519675
maker-000010F-est_gff_StringTie-gene-32.0	ippk	000010F	7578181	7603313
maker-000010F-augustus-gene-32.5	NA	000010F	7642868	7645832
maker-000010F-est_gff_StringTie-gene-32.1	thap2_thap1-b	000010F	7746538	7791155
maker-000010F-est_gff_StringTie-gene-32.2	thap5	000010F	7795964	7807920
maker-000010F-augustus-gene-32.9	tigd4	000010F	7811240	7837913
maker-000010F-est_gff_StringTie-gene-33.1	thap2_12	000010F	7844975	8017254
maker-000010F-est_gff_StringTie-gene-33.0	NA	000010F	7865702	7866803
maker-000010F-est_gff_StringTie-gene-34.0	thap4_cenpb_thap2	000010F	8017555	8155228
maker-000010F-exonerate_protein2genome-gene-33.2	btg1	000010F	8019130	8019693
augustus_masked-000010F-processed-gene-33.12	NA	000010F	8020020	8020274
maker-000010F-est_gff_StringTie-gene-35.0	NA	000010F	8286638	8316349
evm-000010F-processed-gene-35.6	arih1	000010F	8322506	8398482
augustus_masked-000010F-processed-gene-35.0	mitd1	000010F	8398943	8399728
maker-000010F-est_gff_StringTie-gene-35.2	tp53bp1	000010F	8411137	8535538
maker-000010F-est_gff_StringTie-gene-36.0	NA	000010F	8563405	8620869
evm-000010F-processed-gene-36.1	NA	000010F	8642566	8655741
maker-000010F-est_gff_StringTie-gene-38.1	myo15a	000010F	8672505	9052751
evm-000010F-processed-gene-36.0	cdkd-1	000010F	8706516	8711152
augustus_masked-000010F-processed-gene-38.8	gin1	000010F	9029486	9052751
maker-000010F-est_gff_StringTie-gene-38.2	NA	000010F	9128489	9135062
maker-000010F-est_gff_StringTie-gene-38.0	micall2	000010F	9130130	9207685
maker-000010F-est_gff_StringTie-gene-38.3	dctn3	000010F	9221347	9258936
maker-000010F-exonerate_protein2genome-gene-39.4	ube2q1	000010F	9258962	9297901
maker-000010F-est_gff_StringTie-gene-39.2	mllt10	000010F	9302337	9389669
evm-000010F-processed-gene-39.1	trip4	000010F	9390196	9436945
maker-000010F-est_gff_StringTie-gene-39.3	NA	000010F	9437282	9484971
maker-000010F-est_gff_StringTie-gene-40.2	limk1_2	000010F	9516083	9558783
maker-000010F-exonerate_protein2genome-gene-40.0	psma8	000010F	9578132	9578878
augustus_masked-000010F-processed-gene-40.5	eprs	000010F	9587102	9591931
evm-000010F-processed-gene-41.0	ct_2	000010F	9610948	9751897
maker-000010F-exonerate_protein2genome-gene-41.0	alkbh2_143	000010F	9783476	9784063
maker-000010F-exonerate_protein2genome-gene-41.1	alkbh2_110	000010F	9785981	9786568
maker-000010F-est_gff_StringTie-gene-42.1	NA	000010F	10146973	10149241
maker-000010F-est_gff_StringTie-gene-42.0	NA	000010F	10211508	10225872
maker-000010F-exonerate_protein2genome-gene-42.2	NA	000010F	10228436	10228519
maker-000010F-exonerate_protein2genome-gene-42.3	NA	000010F	10228541	10228579
maker-000010F-exonerate_protein2genome-gene-42.4	ank3_13	000010F	10229644	10232169
maker-000010F-est_gff_StringTie-gene-43.1	NA	000010F	10252640	10257108
maker-000010F-est_gff_StringTie-gene-43.0	NA	000010F	10342809	10390649
maker-000010F-est_gff_StringTie-gene-43.2	nat10_l(1)g0020	000010F	10391077	10463053
maker-000010F-est_gff_StringTie-gene-44.0	cenpc	000010F	10463269	10546557
maker-000010F-exonerate_protein2genome-gene-44.2	fucta	000010F	10570475	10604380
maker-000010F-est_gff_StringTie-gene-46.0	NA	000010F	10710268	11182231
maker-000010F-est_gff_StringTie-gene-46.1	tmtc3_6	000010F	10747686	11148899
maker-000010F-est_gff_StringTie-gene-47.0	NA	000010F	11194744	11217310
evm-000010F-processed-gene-47.13	NA	000010F	11233103	11239876
maker-000010F-est_gff_StringTie-gene-47.1	NA	000010F	11240293	11261055
maker-000010F-est_gff_StringTie-gene-47.2	NA	000010F	11276298	11285198
augustus_masked-000010F-processed-gene-48.1	znf91_4	000010F	11447525	11449486
maker-000010F-exonerate_protein2genome-gene-48.1	rpf2	000010F	11467808	11498460
maker-000010F-est_gff_StringTie-gene-48.3	atg5	000010F	11498698	11519976
maker-000010F-exonerate_protein2genome-gene-48.2	alpha-man-ia	000010F	11525268	11633584
maker-000010F-est_gff_StringTie-gene-48.4	NA	000010F	11589260	11594169
maker-000010F-est_gff_StringTie-gene-49.0	NA	000010F	11692755	11693489
maker-000010F-est_gff_StringTie-gene-49.2	NA	000010F	11750162	11800500
evm-000010F-processed-gene-49.0	sec1	000010F	11833342	11856760
maker-000010F-est_gff_StringTie-gene-50.0	nrf-6_5	000010F	12015560	12077904
evm-000010F-processed-gene-50.8	aopep	000010F	12080223	12120369
maker-000010F-est_gff_StringTie-gene-51.2	upf2	000010F	12146650	12217000
maker-000010F-est_gff_StringTie-gene-51.1	snx6	000010F	12216920	12264534
maker-000010F-est_gff_StringTie-gene-51.3	bend5_8	000010F	12274032	12278823
augustus_masked-000010F-processed-gene-51.13	luc7l2	000010F	12317380	12362781
maker-000010F-est_gff_StringTie-gene-52.0	pitrm1	000010F	12363688	12451164
maker-000010F-est_gff_StringTie-gene-52.3	NA	000010F	12493556	12495015
maker-000010F-est_gff_StringTie-gene-52.1	rpl27	000010F	12502590	12512981
maker-000010F-augustus-gene-52.3	cers6	000010F	12514090	12552513
maker-000010F-est_gff_StringTie-gene-52.2	midn-b	000010F	12562925	12618039
evm-000010F-processed-gene-53.16	b3gntl1	000010F	12620825	12649127
maker-000010F-est_gff_StringTie-gene-53.1	napg	000010F	12668932	12704079
evm-000010F-processed-gene-53.15	nr2e1_2	000010F	12760985	12854153
maker-000010F-est_gff_StringTie-gene-54.0	NA	000010F	12902631	12975258
maker-000010F-est_gff_StringTie-gene-55.0	slc16a10	000010F	13101828	13320435
maker-000010F-est_gff_StringTie-gene-56.0	igf2r	000010F	13461730	13520861
maker-000010F-est_gff_StringTie-gene-57.0	NA	000010F	13542524	13650795
maker-000010F-est_gff_StringTie-gene-57.1	NA	000010F	13699120	13743658
augustus_masked-000010F-processed-gene-59.1	NA	000010F	13837376	13837717
maker-000010F-est_gff_StringTie-gene-58.0	NA	000010F	13868071	13870629
maker-000010F-est_gff_StringTie-gene-59.0	enpp6_2	000010F	13913415	14255347
maker-000010F-est_gff_StringTie-gene-58.1	NA	000010F	13936748	13970367
maker-000010F-est_gff_StringTie-gene-60.1	NA	000010F	14341122	14355672
maker-000010F-est_gff_StringTie-gene-60.0	egf1_notch1_notch2_sned1	000010F	14365628	14404308
maker-000010F-est_gff_StringTie-gene-60.2	fp2_fat1	000010F	14404479	14445939
maker-000010F-est_gff_StringTie-gene-60.3	egf1	000010F	14475855	14579999
maker-000010F-est_gff_StringTie-gene-60.4	tnxb_10	000010F	14685828	14827728
maker-000148F-exonerate_protein2genome-gene-2.1	dop1r2_2	000148F	474538	475647
maker-000148F-augustus-gene-4.12	rela_nfkb1	000148F	866160	948189
maker-000148F-est_gff_StringTie-gene-4.0	chmp7	000148F	991144	1034696
evm-000148F-processed-gene-6.7	NA	000148F	1100721	1362772
maker-000148F-est_gff_StringTie-gene-6.2	znfx1_2	000148F	1443010	1459673
maker-000148F-exonerate_protein2genome-gene-6.0	znf271_10	000148F	1477240	1478328
maker-000148F-est_gff_StringTie-gene-6.4	NA	000148F	1549126	1552349
maker-000148F-est_gff_StringTie-gene-7.0	hrb27c_4	000148F	1751677	1811911
maker-000148F-est_gff_StringTie-gene-8.0	srebf1	000148F	1817247	1863675
maker-000148F-est_gff_StringTie-gene-9.0	il16	000148F	1870323	2310704
maker-000148F-est_gff_StringTie-gene-10.0	NA	000148F	2321786	2328503
maker-000148F-est_gff_StringTie-gene-10.2	nbn	000148F	2361298	2392908
maker-000148F-est_gff_StringTie-gene-10.1	NA	000148F	2440004	2469624
maker-000148F-est_gff_StringTie-gene-10.3	NA	000148F	2484573	2527408
maker-000148F-augustus-gene-10.3	NA	000148F	2518964	2527416
maker-000148F-augustus-gene-11.9	NA	000148F	2593540	2632076
maker-000148F-est_gff_StringTie-gene-11.2	NA	000148F	2686357	2705730
evm-000148F-processed-gene-11.1	tha1	000148F	2718838	2744508
maker-000148F-est_gff_StringTie-gene-11.3	thap1_3	000148F	2745571	2758212
maker-000148F-est_gff_StringTie-gene-11.4	thap1_2	000148F	2766023	2779381
maker-000148F-est_gff_StringTie-gene-12.0	abca3_abca17_3	000148F	2804176	2902108
maker-000148F-est_gff_StringTie-gene-12.1	abca3_abca17	000148F	2914389	2994392
maker-000148F-est_gff_StringTie-gene-13.1	abca3_2	000148F	3010567	3119217
augustus_masked-000148F-processed-gene-13.11	NA	000148F	3137046	3138002
augustus_masked-000148F-processed-gene-13.9	NA	000148F	3145505	3163112
maker-000148F-augustus-gene-13.2	NA	000148F	3181235	3198157
maker-000148F-est_gff_StringTie-gene-13.2	NA	000148F	3198388	3221086
maker-000148F-est_gff_StringTie-gene-13.3	lamtor1	000148F	3258102	3276990
maker-000148F-exonerate_protein2genome-gene-14.4	ttd14	000148F	3331442	3371438
maker-000148F-est_gff_StringTie-gene-14.2	NA	000148F	3371257	3410034
maker-000148F-augustus-gene-14.11	NA	000148F	3445420	3453095
maker-000148F-est_gff_StringTie-gene-14.1	bcl7a	000148F	3457833	3474894
evm-000148F-processed-gene-14.2	dclre1b	000148F	3476604	3488572
maker-000148F-est_gff_StringTie-gene-15.0	NA	000148F	3562825	3571269
augustus_masked-000148F-processed-gene-15.6	slc25a3_2	000148F	3574368	3582141
evm-000148F-processed-gene-15.12	ggps1	000148F	3584504	3602656
maker-000148F-est_gff_StringTie-gene-15.1	NA	000148F	3617215	3731395
maker-000148F-est_gff_StringTie-gene-15.2	suclg2	000148F	3740365	3759372
maker-000148F-est_gff_StringTie-gene-16.2	tbc1d22b	000148F	3763545	3789435
maker-000148F-est_gff_StringTie-gene-16.0	dmtf1	000148F	3789410	3817865
evm-000148F-processed-gene-16.4	tmem243	000148F	3816211	3835445
maker-000148F-est_gff_StringTie-gene-16.1	ubxn4	000148F	3835006	3864649
maker-000148F-est_gff_StringTie-gene-16.4	dnajc9_2	000148F	3864627	3885332
maker-000148F-est_gff_StringTie-gene-16.5	dnajc9	000148F	3892920	3914264
maker-000148F-exonerate_protein2genome-gene-17.1	gbx2	000148F	4076907	4136898
maker-000148F-exonerate_protein2genome-gene-18.0	hat1	000148F	4435035	4436270
maker-000148F-est_gff_StringTie-gene-19.1	cenpf	000148F	4436851	4512705
evm-000148F-processed-gene-19.16-GeneB	pysp1_1	000148F	4519622	4527429
evm-000148F-processed-gene-19.16-GeneA	pysp1_2	000148F	4582098	4594262
maker-000148F-est_gff_StringTie-gene-20.1	plcd4	000148F	4631793	4808228
maker-000148F-est_gff_StringTie-gene-20.2	tax1bp1	000148F	4812658	4888039
maker-000148F-est_gff_StringTie-gene-20.0	NA	000148F	4887327	4887703
maker-000014F-augustus-gene-1.3	NA	000014F	188536	212138
maker-000014F-est_gff_StringTie-gene-1.1	NA	000014F	197316	197869
evm-000014F-processed-gene-1.0	tcerg1_2	000014F	253529	260691
maker-000014F-augustus-gene-1.4	chtf8	000014F	260699	302817
maker-000014F-augustus-gene-1.2	tmem8a	000014F	326774	387028
maker-000014F-est_gff_StringTie-gene-2.0	NA	000014F	426659	465016
maker-000014F-est_gff_StringTie-gene-2.1	NA	000014F	520728	559633
maker-000014F-exonerate_protein2genome-gene-3.2	mknk1	000014F	685542	725139
maker-000014F-est_gff_StringTie-gene-4.0	NA	000014F	848553	888262
maker-000014F-est_gff_StringTie-gene-4.1	NA	000014F	949030	964913
maker-000014F-est_gff_StringTie-gene-4.2	NA	000014F	976675	1007641
maker-000014F-est_gff_StringTie-gene-5.0	NA	000014F	1014901	1033834
maker-000014F-est_gff_StringTie-gene-5.1	NA	000014F	1222320	1231776
maker-000014F-exonerate_protein2genome-gene-8.0	eag_3	000014F	1777453	1906923
evm-000014F-processed-gene-8.6	fibp	000014F	1937101	1988102
maker-000014F-est_gff_StringTie-gene-8.4	NA	000014F	1998298	2002936
maker-000014F-est_gff_StringTie-gene-8.5	NA	000014F	2015461	2021128
maker-000014F-est_gff_StringTie-gene-8.6	NA	000014F	2031517	2039311
augustus_masked-000014F-processed-gene-9.9	kctd3	000014F	2052012	2153134
maker-000014F-est_gff_StringTie-gene-9.1	NA	000014F	2152835	2206501
maker-000014F-est_gff_StringTie-gene-9.2	NA	000014F	2206694	2296112
maker-000014F-exonerate_protein2genome-gene-10.3	ccnyl1	000014F	2309721	2372225
evm-000014F-processed-gene-10.13	arpc5-a	000014F	2372593	2407252
maker-000014F-est_gff_StringTie-gene-10.1	NA	000014F	2378426	2378733
maker-000014F-est_gff_StringTie-gene-10.2	qcce-10352	000014F	2418936	2429222
augustus_masked-000014F-processed-gene-10.11	NA	000014F	2427588	2428565
augustus_masked-000014F-processed-gene-10.12	zcchc10	000014F	2482798	2483220
maker-000014F-est_gff_StringTie-gene-11.0	ncbp3	000014F	2522838	2597461
evm-000014F-processed-gene-11.13	ga18377	000014F	2682672	2779250
maker-000014F-est_gff_StringTie-gene-12.0	adgrl1	000014F	2787626	2983350
maker-000014F-est_gff_StringTie-gene-13.0	NA	000014F	3233198	3245652
maker-000014F-est_gff_StringTie-gene-15.0	NA	000014F	3365147	3726479
maker-000014F-est_gff_StringTie-gene-15.1	NA	000014F	3691270	3736785
maker-000014F-est_gff_StringTie-gene-16.0	march3	000014F	3767975	3807870
maker-000014F-est_gff_StringTie-gene-16.1	reep2	000014F	3827984	3877776
maker-000014F-augustus-gene-16.4	NA	000014F	3886453	3990558
maker-000014F-est_gff_StringTie-gene-17.1	NA	000014F	4016630	4122260
evm-000014F-processed-gene-18.7	NA	000014F	4154507	4155309
maker-000014F-est_gff_StringTie-gene-17.2	NA	000014F	4170423	4215943
maker-000014F-augustus-gene-18.8	eg	000014F	4347376	4456125
maker-000014F-est_gff_StringTie-gene-20.2	NA	000014F	4709862	4747378
maker-000014F-augustus-gene-20.0	tusp1_2	000014F	4749460	4755252
maker-000014F-est_gff_StringTie-gene-20.1	NA	000014F	4755338	4792063
maker-000014F-est_gff_StringTie-gene-22.0	NA	000014F	4919039	5255117
maker-000014F-est_gff_StringTie-gene-23.0	NA	000014F	5341398	5583763
maker-000014F-exonerate_protein2genome-gene-24.0	cnnm2	000014F	5727322	5834739
evm-000014F-processed-gene-24.3	ringer_2	000014F	5850127	5865062
maker-000014F-est_gff_StringTie-gene-25.0	NA	000014F	5925903	5955382
maker-000014F-est_gff_StringTie-gene-25.1	hr4	000014F	5998751	6032382
maker-000014F-est_gff_StringTie-gene-26.1	NA	000014F	6189612	6190639
maker-000014F-est_gff_StringTie-gene-26.2	NA	000014F	6197124	6198406
maker-000014F-est_gff_StringTie-gene-26.3	NA	000014F	6199041	6200405
maker-000014F-augustus-gene-26.9	znf239_2	000014F	6211262	6239473
evm-000014F-processed-gene-26.11	cdk10_2	000014F	6264013	6315870
maker-000014F-est_gff_StringTie-gene-26.6	anxa3_anxb12	000014F	6340168	6367848
maker-000014F-est_gff_StringTie-gene-27.0	ptk2	000014F	6394013	6591754
evm-000014F-processed-gene-28.7	nutf2	000014F	6621344	6646292
augustus_masked-000014F-processed-gene-28.3	cfdp1	000014F	6660804	6661574
maker-000014F-augustus-gene-28.8	gmppaa	000014F	6688535	6747159
maker-000014F-exonerate_protein2genome-gene-31.0	pde1c_2	000014F	6802702	7504100
maker-000014F-est_gff_StringTie-gene-31.1	NA	000014F	7065425	7220440
augustus_masked-000014F-processed-gene-31.12	NA	000014F	7370489	7388064
maker-000014F-augustus-gene-32.5	NA	000014F	7558569	7588857
maker-000014F-augustus-gene-32.6	tmem163	000014F	7592800	7632177
maker-000014F-est_gff_StringTie-gene-32.2	bzw1_2	000014F	7698217	7775593
maker-000014F-est_gff_StringTie-gene-32.0	klc1	000014F	7740698	7812514
maker-000014F-augustus-gene-33.6	babam2	000014F	7822181	7845419
evm-000014F-processed-gene-33.9	grcc10	000014F	7845775	7862168
maker-000014F-est_gff_StringTie-gene-33.3	eif2ak3_pek	000014F	7884164	8011278
maker-000014F-exonerate_protein2genome-gene-33.4	ubtd1	000014F	8011522	8032157
maker-000014F-est_gff_StringTie-gene-34.0	cpn2_lrrc53	000014F	8061137	8084841
maker-000014F-est_gff_StringTie-gene-34.1	brox	000014F	8086041	8114901
maker-000014F-est_gff_StringTie-gene-34.2	slc8b1_ncx-7	000014F	8144939	8261023
maker-000014F-est_gff_StringTie-gene-35.0	syap1	000014F	8310466	8355377
maker-000014F-est_gff_StringTie-gene-35.2	NA	000014F	8378956	8427736
maker-000014F-est_gff_StringTie-gene-35.1	NA	000014F	8484197	8508504
maker-000014F-est_gff_StringTie-gene-36.0	NA	000014F	8585174	8602773
maker-000014F-exonerate_protein2genome-gene-36.2	mnb_2	000014F	8612076	8701282
maker-000014F-est_gff_StringTie-gene-42.0	nlgn4x_5	000014F	9536462	10080060
augustus_masked-000014F-processed-gene-42.5	NA	000014F	10057457	10072059
maker-000014F-est_gff_StringTie-gene-43.1	reep6_reep5	000014F	10345539	10352399
maker-000014F-est_gff_StringTie-gene-44.0	NA	000014F	10613916	10657865
maker-000014F-est_gff_StringTie-gene-45.0	NA	000014F	10822817	10952646
maker-000014F-est_gff_StringTie-gene-45.1	NA	000014F	10935963	10936945
maker-000014F-est_gff_StringTie-gene-46.0	gxylt1	000014F	11025367	11047364
maker-000014F-est_gff_StringTie-gene-46.1	NA	000014F	11086512	11090804
evm-000014F-processed-gene-47.6	selenoi	000014F	11195268	11305226
maker-000014F-est_gff_StringTie-gene-47.1	arsi_2	000014F	11300672	11324531
maker-000014F-est_gff_StringTie-gene-47.2	arsj	000014F	11330186	11364551
augustus_masked-000014F-processed-gene-47.9	NA	000014F	11382273	11383205
augustus_masked-000014F-processed-gene-47.10	inafm2_2	000014F	11393500	11393904
maker-000014F-augustus-gene-47.1	NA	000014F	11399183	11422278
maker-000014F-est_gff_StringTie-gene-48.1	plpbp	000014F	11439036	11469531
augustus_masked-000014F-processed-gene-48.5	nf2	000014F	11485580	11487376
evm-000014F-processed-gene-48.4	NA	000014F	11526143	11534880
augustus_masked-000014F-processed-gene-48.7	rem2	000014F	11604172	11604840
maker-000014F-est_gff_StringTie-gene-49.0	fgfrl1_2	000014F	11686253	11802869
maker-000014F-est_gff_StringTie-gene-51.0	fgfrl1	000014F	12150828	12193422
maker-000014F-augustus-gene-51.3	NA	000014F	12199941	12345234
maker-000014F-est_gff_StringTie-gene-52.0	nsd3_nsd2	000014F	12368631	12559826
maker-000014F-est_gff_StringTie-gene-53.1	ctnnal1	000014F	12575677	12657559
evm-000014F-processed-gene-53.13	slc7a6	000014F	12758658	12866276
maker-000014F-est_gff_StringTie-gene-54.0	NA	000014F	12892671	12949988
maker-000014F-est_gff_StringTie-gene-55.0	trpv6_trpv4_trpv5	000014F	12972720	13190895
maker-000014F-est_gff_StringTie-gene-54.1	NA	000014F	13010669	13013314
maker-000014F-est_gff_StringTie-gene-55.1	bnip3	000014F	13207106	13245189
maker-000014F-est_gff_StringTie-gene-55.2	hk2	000014F	13217430	13274084
maker-000014F-est_gff_StringTie-gene-56.1	NA	000014F	13359880	13386942
augustus_masked-000014F-processed-gene-56.2	znf235_6	000014F	13423084	13424094
maker-000014F-augustus-gene-56.0	NA	000014F	13507207	13509613
maker-000014F-est_gff_StringTie-gene-58.2	machr-a	000014F	13600892	14096484
maker-000014F-augustus-gene-58.17	NA	000014F	13893655	13959618
maker-000014F-est_gff_StringTie-gene-58.0	NA	000014F	14057035	14057961
maker-000014F-est_gff_StringTie-gene-58.1	NA	000014F	14113100	14113657
maker-000074F-est_gff_StringTie-gene-1.1	NA	000074F	271102	316639
maker-000074F-exonerate_protein2genome-gene-1.2	alkbh2_212	000074F	397362	397841
maker-000074F-est_gff_StringTie-gene-2.1	NA	000074F	424373	433116
maker-000074F-est_gff_StringTie-gene-2.3	enpp6	000074F	452523	503005
maker-000074F-exonerate_protein2genome-gene-2.0	afg3l2	000074F	511797	551577
evm-000074F-processed-gene-3.0	cep192	000074F	597313	705824
evm-000074F-processed-gene-3.3	NA	000074F	728624	800523
maker-000074F-exonerate_protein2genome-gene-3.3	rab5if	000074F	806895	835337
maker-000074F-est_gff_StringTie-gene-5.0	f42h10.3_lasp1	000074F	836902	907049
evm-000074F-processed-gene-5.19	ga17800	000074F	1161615	1240915
maker-000074F-est_gff_StringTie-gene-6.0	baz2b_baz2a	000074F	1241652	1394895
evm-000074F-processed-gene-6.1	NA	000074F	1425531	1590915
maker-000074F-est_gff_StringTie-gene-7.0	cpt1a_3	000074F	1547522	1665737
maker-000074F-est_gff_StringTie-gene-9.0	espn	000074F	1859274	2166580
maker-000074F-est_gff_StringTie-gene-9.2	NA	000074F	2131011	2133727
augustus_masked-000074F-processed-gene-9.9	exl-1	000074F	2170285	2171019
maker-000074F-est_gff_StringTie-gene-9.1	NA	000074F	2194070	2280796
maker-000074F-est_gff_StringTie-gene-10.0	trim2_2	000074F	2375600	2456128
maker-000074F-exonerate_protein2genome-gene-11.0	alpl_8	000074F	2489007	2564079
maker-000074F-est_gff_StringTie-gene-11.2	NA	000074F	2592674	2774176
maker-000074F-est_gff_StringTie-gene-11.3	frs2	000074F	2610239	2707231
maker-000074F-est_gff_StringTie-gene-12.0	slc10a3_3	000074F	2785807	2802227
maker-000074F-est_gff_StringTie-gene-12.1	slc10a3_2	000074F	2845847	2902446
maker-000074F-est_gff_StringTie-gene-12.2	slc10a3_4	000074F	2903030	2926578
maker-000074F-est_gff_StringTie-gene-12.3	slc10a3	000074F	2936229	2956598
maker-000074F-exonerate_protein2genome-gene-13.1	pcif1	000074F	3008276	3099193
evm-000074F-processed-gene-13.1	dcaf11	000074F	3099363	3162899
maker-000074F-exonerate_protein2genome-gene-14.0	hnf4b	000074F	3194412	3259815
maker-000074F-est_gff_StringTie-gene-14.1	NA	000074F	3316092	3387646
maker-000074F-est_gff_StringTie-gene-14.3	NA	000074F	3323827	3361341
maker-000074F-est_gff_StringTie-gene-15.1	chd7	000074F	3412640	3566839
maker-000074F-augustus-gene-15.8	rbl1	000074F	3618358	3688795
maker-000074F-est_gff_StringTie-gene-16.2	bcar1_nedd9	000074F	3693323	3792260
maker-000074F-est_gff_StringTie-gene-16.0	dhx35	000074F	3792858	3837863
maker-000074F-est_gff_StringTie-gene-16.3	zc3h3	000074F	3837751	3851519
maker-000074F-exonerate_protein2genome-gene-16.4	wwox	000074F	3852874	3884581
maker-000074F-augustus-gene-17.0	NA	000074F	3995706	4021069
augustus_masked-000074F-processed-gene-17.3	mafb	000074F	4030006	4031241
evm-000074F-processed-gene-18.2	rbck1	000074F	4271746	4309083
maker-000074F-exonerate_protein2genome-gene-18.4	maf1	000074F	4322361	4333716
evm-000074F-processed-gene-18.1	cyld	000074F	4332889	4451005
maker-000074F-est_gff_StringTie-gene-18.1	NA	000074F	4354691	4464505
maker-000074F-est_gff_StringTie-gene-19.3	taf4_2	000074F	4485326	4559091
maker-000074F-augustus-gene-19.12	lsm14b	000074F	4559358	4575740
maker-000074F-est_gff_StringTie-gene-19.1	NA	000074F	4584309	4588200
maker-000074F-est_gff_StringTie-gene-19.4	nop9	000074F	4596306	4650274
maker-000074F-augustus-gene-19.13	enpp6_3	000074F	4673530	4713580
maker-000074F-est_gff_StringTie-gene-20.1	NA	000074F	4714387	4741973
maker-000074F-est_gff_StringTie-gene-20.2	NA	000074F	4756074	4757158
maker-000074F-est_gff_StringTie-gene-20.3	NA	000074F	4797592	4806240
evm-000074F-processed-gene-20.13	NA	000074F	4868667	4881346
maker-000074F-augustus-gene-20.3	NA	000074F	4922140	4930762
augustus_masked-000074F-processed-gene-21.0	aael001935	000074F	5028754	5066182
augustus_masked-000074F-processed-gene-21.9	NA	000074F	5125063	5153621
maker-000074F-est_gff_StringTie-gene-22.3	mep-1_2	000074F	5200711	5233661
maker-000074F-exonerate_protein2genome-gene-22.0	septin7_2	000074F	5297252	5385472
augustus_masked-000074F-processed-gene-22.7	inip	000074F	5385762	5386112
evm-000074F-processed-gene-22.1	nek1	000074F	5403685	5423846
augustus_masked-000074F-processed-gene-22.8	fancd2	000074F	5424348	5428628
