gene_id	geneName	Chr	Start	End	product	uniprot_id
maker-000009F-est_gff_StringTie-gene-16.1	ciz1	000009F	3907630	3927765	Cip1-interacting zinc finger protein	Q9ULV3
maker-000009F-est_gff_StringTie-gene-17.2	tlk1	000009F	3955343	4060766	Serine/threonine-protein kinase tousled-like 1	Q8C0V0,Q9UKI8
maker-000009F-est_gff_StringTie-gene-17.1	avl9	000009F	4060970	4161472	Late secretory pathway protein AVL9 homolog	Q80U56
evm-000009F-processed-gene-17.9	pgap3	000009F	4164074	4208875	Post-GPI attachment to proteins factor 3	Q0VFE3
maker-000009F-est_gff_StringTie-gene-18.0	lmf2	000009F	4209389	4267612	Lipase maturation factor 2	Q7ZWN0
maker-000009F-est_gff_StringTie-gene-18.1	mal-166	000009F	4307635	4312797	hypothetical protein,Protein DP71L	P0C755
maker-000009F-est_gff_StringTie-gene-18.2	ken-167	000009F	4371781	4404620	Protein DP71L,hypothetical protein	P0C754
evm-000009F-processed-gene-19.1	med25	000009F	4434127	4483380	Mediator of RNA polymerase II transcription subunit 25	A4IHD9
maker-000009F-est_gff_StringTie-gene-19.0	NA	000009F	4487526	4507394	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-20.1	NA	000009F	4707656	4874882	hypothetical protein	NA
maker-000009F-augustus-gene-20.0	hand2_2	000009F	4795476	4819652	Heart- and neural crest derivatives-expressed protein 2	P57102
maker-000009F-est_gff_StringTie-gene-20.2	NA	000009F	4880792	4886477	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-21.0	NA	000009F	4956976	4971990	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-21.1	NA	000009F	5000985	5022180	hypothetical protein	NA
maker-000009F-augustus-gene-23.0	ptk7_2	000009F	5100439	5202033	Inactive tyrosine-protein kinase 7	Q91048
maker-000009F-exonerate_protein2genome-gene-23.4	dusp3_3	000009F	5262882	5263289	Dual specificity protein phosphatase 3	Q9D7X3,Q5RD73
maker-000009F-est_gff_StringTie-gene-23.1	plekhg1	000009F	5448355	5543460	Pleckstrin homology domain-containing family G member 1	Q9ULL1
maker-000009F-augustus-gene-23.2	sap30l	000009F	5564453	5580833	Histone deacetylase complex subunit SAP30L	Q6NYV5
maker-000009F-est_gff_StringTie-gene-24.3	smc4_calcrl_calcrla	000009F	5580958	5787114	Calcitonin gene-related peptide type 1 receptor,Structural maintenance of chromosomes protein 4	Q0P4Y4,Q68EK2,P50532
maker-000009F-est_gff_StringTie-gene-24.0	NA	000009F	5779994	5781141	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-24.1	sptssa-b	000009F	5787328	5791921	Serine palmitoyltransferase small subunit A-B	Q6GPZ5
evm-000009F-processed-gene-24.7	dhtkd1	000009F	5795058	5856405	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1%2C mitochondrial	Q5R7H0
maker-000009F-exonerate_protein2genome-gene-24.5	ube3a	000009F	5863977	5907332	Ubiquitin-protein ligase E3A	Q05086
maker-000009F-augustus-gene-25.1	akap17a	000009F	5907805	5923976	A-kinase anchor protein 17A	Q02040
maker-000009F-exonerate_protein2genome-gene-25.5	l(2)efl_hspb1	000009F	5938588	5944608	Protein lethal(2)essential for life,Heat shock protein beta-1	P82147,Q00649
augustus_masked-000009F-processed-gene-25.11	cyp18a1_5	000009F	5961213	5976468	Cytochrome P450 18a1	Q95078
evm-000009F-processed-gene-25.26	cyp18a1_3	000009F	5984976	5998631	Cytochrome P450 18a1	Q95078
maker-000009F-est_gff_StringTie-gene-25.2	cyp2f3_cyp2b11_cyp18a1	000009F	6002221	6068986	Cytochrome P450 2B11,Cytochrome P450 18a1,Cytochrome P450 2F3	P24460,Q95078,O18809
maker-000009F-augustus-gene-25.5	NA	000009F	6070076	6103134	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-25.4	cyp1a1_cyp2j3	000009F	6117192	6132392	Cytochrome P450 2J3,Cytochrome P450 1A1	P51590,P00184
evm-000009F-processed-gene-26.0	cyp18a1_2	000009F	6151466	6165688	Cytochrome P450 18a1	Q95078
maker-000009F-est_gff_StringTie-gene-26.1	cyp2u1_cyp2j3_cyp1a1	000009F	6179458	6197699	Cytochrome P450 2J3,Cytochrome P450 1A1,Cytochrome P450 2U1	P51590,Q92116,Q9CX98
maker-000009F-augustus-gene-26.15	cyp2j2_4	000009F	6209420	6284465	Cytochrome P450 2J2	P51589
maker-000009F-est_gff_StringTie-gene-26.3	cyp18a1_9	000009F	6297556	6333144	Cytochrome P450 18a1	Q95078
maker-000009F-augustus-gene-26.12	NA	000009F	6369988	6380133	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-27.1	cyp18a1_7	000009F	6399589	6455002	Cytochrome P450 18a1	Q95078
maker-000009F-est_gff_StringTie-gene-27.2	cyp2f3_cyp2j1_cyp18a1	000009F	6467093	6494219	Cytochrome P450 18a1,Cytochrome P450 2F3,Cytochrome P450 2J1	Q95078,O18809,P52786
maker-000009F-est_gff_StringTie-gene-27.3	cyp2a9_cyp18a1	000009F	6503156	6525475	Cytochrome P450 2A9,Cytochrome P450 18a1	P24455,Q95078
maker-000009F-est_gff_StringTie-gene-27.0	NA	000009F	6530005	6535265	hypothetical protein	NA
maker-000009F-exonerate_protein2genome-gene-27.4	NA	000009F	6565527	6565739	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-28.0	adgrg6_2	000009F	6614980	6661544	Adhesion G-protein coupled receptor G6	C6KFA3
maker-000009F-augustus-gene-28.1	tfpi_2	000009F	6671407	6686840	Tissue factor pathway inhibitor	Q02445
maker-000009F-est_gff_StringTie-gene-29.0	NA	000009F	6948502	6979430	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-29.1	NA	000009F	7028872	7041603	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-30.0	NA	000009F	7165389	7167192	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-33.0	hmcn2	000009F	7363291	8079658	Hemicentin-2	A2AJ76
maker-000009F-est_gff_StringTie-gene-34.0	NA	000009F	8200045	8308569	hypothetical protein	NA
maker-000009F-augustus-gene-35.6	NA	000009F	8319600	8320456	hypothetical protein	NA
evm-000009F-processed-gene-35.0	arhgef11	000009F	8390811	8551481	Rho guanine nucleotide exchange factor 11	O15085
maker-000009F-exonerate_protein2genome-gene-36.1	abcb10	000009F	8600322	8633521	ATP-binding cassette sub-family B member 10%2C mitochondrial	Q9JI39
maker-000009F-est_gff_StringTie-gene-37.0	stum_2	000009F	8760217	8849726	Protein stum homolog	Q0VBF8
maker-000009F-est_gff_StringTie-gene-37.5	wdr33	000009F	8889300	8947670	pre-mRNA 3' end processing protein WDR33	Q8K4P0
maker-000009F-est_gff_StringTie-gene-37.1	kansl2	000009F	8947887	8951604	KAT8 regulatory NSL complex subunit 2	Q5R802
maker-000009F-augustus-gene-37.13	NA	000009F	8965286	8973531	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-37.2	NA	000009F	8979209	8982009	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-37.3	NA	000009F	9003105	9007529	hypothetical protein	NA
maker-000009F-augustus-gene-37.16	NA	000009F	9008744	9026132	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-38.0	NA	000009F	9058661	9061787	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-38.1	NA	000009F	9071014	9080903	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-38.2	NA	000009F	9094134	9100910	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-38.3	NA	000009F	9113164	9173089	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-38.4	NA	000009F	9183097	9186879	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-38.5	NA	000009F	9191976	9202946	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-38.6	NA	000009F	9204199	9207727	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-38.7	NA	000009F	9208841	9216014	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-39.0	NA	000009F	9374590	9444465	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-40.0	NA	000009F	9519387	9570812	hypothetical protein	NA
augustus_masked-000009F-processed-gene-41.4	nrx-iv	000009F	9754209	9829880	Neurexin-4	Q94887
maker-000009F-est_gff_StringTie-gene-41.0	tpk1	000009F	9818079	9878977	Thiamin pyrophosphokinase 1	Q9R0M5
augustus_masked-000009F-processed-gene-41.7	atp6v0a1_2	000009F	9879037	9915612	V-type proton ATPase 116 kDa subunit a isoform 1	Q9Z1G4
maker-000009F-est_gff_StringTie-gene-42.0	NA	000009F	9958547	10001729	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-42.2	hspbp1	000009F	10021037	10035123	Hsp70-binding protein 1	Q4R588
maker-000009F-est_gff_StringTie-gene-42.1	NA	000009F	10061773	10067543	hypothetical protein	NA
maker-000009F-augustus-gene-42.2	NA	000009F	10071103	10085584	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-42.3	cep152	000009F	10088957	10167745	hypothetical protein,Centrosomal protein of 152 kDa	Q498G2,A2AUM9
maker-000009F-est_gff_StringTie-gene-49.0	zig-8_4	000009F	11295953	11744790	Zwei Ig domain protein zig-8	G5ED00
maker-000009F-est_gff_StringTie-gene-47.0	NA	000009F	11350305	11351398	hypothetical protein	NA
maker-000009F-augustus-gene-50.7	NA	000009F	12031370	12074709	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-52.0	lac_17	000009F	12118350	12466385	Lachesin	Q26474
maker-000009F-est_gff_StringTie-gene-54.0	lac_6	000009F	12499304	12910305	Lachesin	Q26474
maker-000009F-est_gff_StringTie-gene-55.0	NA	000009F	13281524	13284473	hypothetical protein	NA
maker-000009F-augustus-gene-57.0	NA	000009F	13605128	13620299	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-59.0	lac_9	000009F	13767822	14309340	Lachesin	Q24372
maker-000009F-est_gff_StringTie-gene-60.0	NA	000009F	14276512	14341749	hypothetical protein	NA
maker-000009F-est_gff_StringTie-gene-61.1	NA	000009F	14753586	14786931	hypothetical protein	NA
maker-000009F-exonerate_protein2genome-gene-61.2	cib3	000009F	14980766	14992476	Calcium and integrin-binding family member 3	Q0P523
maker-000444F-est_gff_StringTie-gene-0.0	abcc1_abcc3_2	000444F	16766	157311	Multidrug resistance-associated protein 1,Canalicular multispecific organic anion transporter 2	Q8HXQ5,O15438
maker-000444F-est_gff_StringTie-gene-1.0	NA	000444F	251248	257116	hypothetical protein	NA
evm-000444F-processed-gene-1.4	abcc1_8	000444F	307227	325409	Multidrug resistance-associated protein 1	Q5F364
maker-000444F-est_gff_StringTie-gene-1.1	NA	000444F	325706	359743	hypothetical protein	NA
maker-000444F-est_gff_StringTie-gene-2.0	abcc1_abcc2_abcc3	000444F	360837	488028	Multidrug resistance-associated protein 1,Canalicular multispecific organic anion transporter 2,Canalicular multispecific organic anion transporter 1	O35379,B2RX12,Q5F364,Q63120
maker-000444F-est_gff_StringTie-gene-3.0	abcc3_abcc1	000444F	516283	678724	Canalicular multispecific organic anion transporter 2,Multidrug resistance-associated protein 1	O15438,O35379,Q8CG09,B2RX12,Q5F364
evm-000444F-processed-gene-3.7	NA	000444F	685149	700440	hypothetical protein	NA
maker-000444F-est_gff_StringTie-gene-3.2	NA	000444F	710947	726357	hypothetical protein	NA
augustus_masked-000444F-processed-gene-3.14	NA	000444F	734399	735364	hypothetical protein	NA
evm-000444F-processed-gene-3.4	NA	000444F	789029	806714	hypothetical protein	NA
maker-000444F-est_gff_StringTie-gene-3.3	NA	000444F	828416	864101	hypothetical protein	NA
maker-000444F-est_gff_StringTie-gene-4.0	NA	000444F	879281	907116	hypothetical protein	NA
maker-000444F-est_gff_StringTie-gene-4.1	NA	000444F	953876	971426	hypothetical protein	NA
maker-000444F-est_gff_StringTie-gene-4.2	NA	000444F	997836	1012111	hypothetical protein	NA
maker-000444F-exonerate_protein2genome-gene-4.5	NA	000444F	1025808	1026848	hypothetical protein	NA
maker-000444F-est_gff_StringTie-gene-4.3	NA	000444F	1072322	1075903	hypothetical protein	NA
augustus_masked-000444F-processed-gene-4.8	NA	000444F	1119353	1119850	hypothetical protein	NA
maker-000083F-augustus-gene-1.2	NA	000083F	25502	51438	hypothetical protein	NA
maker-000083F-exonerate_protein2genome-gene-1.1	NA	000083F	143244	193481	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-1.3	slc16a4_3	000083F	157075	254998	Monocarboxylate transporter 5	Q8R0M8
maker-000083F-exonerate_protein2genome-gene-1.2	NA	000083F	229154	230614	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-1.7	slc16a12_7	000083F	268871	287713	Monocarboxylate transporter 12	Q6P2X9
maker-000083F-est_gff_StringTie-gene-1.8	slc16a12_4	000083F	311535	384780	Monocarboxylate transporter 12	Q8BGC3
maker-000083F-est_gff_StringTie-gene-1.4	slc16a9	000083F	350880	384915	Monocarboxylate transporter 9	Q5ZJU0
maker-000083F-est_gff_StringTie-gene-2.1	slc16a9_2	000083F	396227	422599	Monocarboxylate transporter 9	Q7RTY1
maker-000083F-exonerate_protein2genome-gene-2.5	dusp3_2	000083F	441758	457128	Dual specificity protein phosphatase 3	Q9D7X3
maker-000083F-est_gff_StringTie-gene-2.4	crbn	000083F	485570	557842	Protein cereblon	Q5R6Y2
maker-000083F-est_gff_StringTie-gene-2.2	slc15a4	000083F	558151	606563	Solute carrier family 15 member 4	O09014
maker-000083F-est_gff_StringTie-gene-3.0	ncor1	000083F	614710	856054	Nuclear receptor corepressor 1,hypothetical protein	Q4KKX4
maker-000083F-augustus-gene-3.1	NA	000083F	755096	771321	hypothetical protein	NA
maker-000083F-augustus-gene-4.9	grid1	000083F	845865	900000	Glutamate receptor ionotropic%2C delta-1	Q61627
maker-000083F-exonerate_protein2genome-gene-4.0	psma5	000083F	915197	943735	Proteasome subunit alpha type-5	Q9Z2U1
maker-000083F-est_gff_StringTie-gene-4.2	slc10a1	000083F	1041300	1056929	Sodium/bile acid cotransporter	Q14973
augustus_masked-000083F-processed-gene-7.11	ammecr1_2	000083F	1057327	1057595	AMME syndrome candidate gene 1 protein homolog	Q5RAS7
maker-000083F-augustus-gene-7.4	ammecr1l	000083F	1066824	1112387	AMMECR1-like protein	Q8JZZ6
evm-000083F-processed-gene-7.3	NA	000083F	1112412	1202920	hypothetical protein	NA
evm-000083F-processed-gene-7.2	tnrc4-a	000083F	1162914	1695446	CUGBP Elav-like family member 3-A	Q91579
maker-000083F-augustus-gene-7.5	NA	000083F	1396963	1443501	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-7.4	NA	000083F	1449103	1452320	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-7.3	NA	000083F	1457727	1640949	hypothetical protein	NA
maker-000083F-augustus-gene-9.0	NA	000083F	2158502	2175858	hypothetical protein	NA
augustus_masked-000083F-processed-gene-12.5	NA	000083F	2515461	2541859	hypothetical protein	NA
augustus_masked-000083F-processed-gene-12.6	celf5	000083F	2556124	2565832	CUGBP Elav-like family member 5	A0JM51
maker-000083F-augustus-gene-12.21	NA	000083F	2671426	2683879	hypothetical protein	NA
augustus_masked-000083F-processed-gene-12.13	NA	000083F	2789884	2790745	hypothetical protein	NA
augustus_masked-000083F-processed-gene-12.9	ank1	000083F	2836700	2839304	Ankyrin-1	P16157
evm-000083F-processed-gene-12.3	NA	000083F	2852127	2852390	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-12.2	eef1e1	000083F	2852127	2881230	Eukaryotic translation elongation factor 1 epsilon-1	O43324
maker-000083F-est_gff_StringTie-gene-12.0	NA	000083F	2897207	2901351	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-12.1	rnf25	000083F	2934050	3003499	E3 ubiquitin-protein ligase RNF25	Q5E9N3
maker-000083F-est_gff_StringTie-gene-12.3	gpkow	000083F	2936200	2963942	G-patch domain and KOW motifs-containing protein	Q90X38
maker-000083F-est_gff_StringTie-gene-13.1	ncx-7	000083F	3008013	3110827	Putative sodium/calcium exchanger 7	P34322
maker-000083F-est_gff_StringTie-gene-13.0	NA	000083F	3205725	3206056	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-15.0	opn4	000083F	3457613	3550604	Melanopsin	Q5XXP2
maker-000083F-augustus-gene-15.0	NA	000083F	3676668	3684986	hypothetical protein	NA
maker-000083F-exonerate_protein2genome-gene-16.4	nos2_nos1	000083F	3745268	3764812	Nitric oxide synthase%2C inducible,Nitric oxide synthase%2C brain	Q90703,P29476
maker-000083F-est_gff_StringTie-gene-16.2	NA	000083F	3819486	3844296	hypothetical protein	NA
evm-000083F-processed-gene-16.1	NA	000083F	3844552	3856669	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-16.3	NA	000083F	3861410	3866974	hypothetical protein	NA
evm-000083F-processed-gene-17.7	bmp2_2	000083F	3940461	4010076	Bone morphogenetic protein 2	P21274
maker-000083F-exonerate_protein2genome-gene-18.1	fshr	000083F	4185652	4362320	Follicle-stimulating hormone receptor	P35376
augustus_masked-000083F-processed-gene-20.5	tx	000083F	4800572	4801372	Helix-loop-helix protein delilah	P41894
maker-000083F-augustus-gene-20.7	NA	000083F	4880727	4908956	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-21.0	NA	000083F	5027855	5031305	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-21.1	NA	000083F	5078226	5084777	hypothetical protein	NA
evm-000083F-processed-gene-22.6	znf782_16	000083F	5382346	5423145	Zinc finger protein 782	Q6ZMW2
maker-000083F-augustus-gene-25.16	NA	000083F	5884820	5938281	hypothetical protein	NA
maker-000083F-augustus-gene-27.4	tio	000083F	6066835	6091999	Protein tiptop	Q9U3V5
maker-000083F-est_gff_StringTie-gene-27.2	NA	000083F	6162059	6165233	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-27.3	NA	000083F	6198524	6484373	hypothetical protein	NA
maker-000083F-augustus-gene-27.7	NA	000083F	6475222	6487645	hypothetical protein	NA
augustus_masked-000083F-processed-gene-27.22	znf407	000083F	6555326	6557422	Zinc finger protein 407	Q9C0G0
maker-000083F-exonerate_protein2genome-gene-27.8	128up	000083F	6592124	6625221	GTP-binding protein 128up	P32234
maker-000083F-exonerate_protein2genome-gene-27.9	arl8b	000083F	6633386	6633931	ADP-ribosylation factor-like protein 8B	Q66HA6
maker-000083F-est_gff_StringTie-gene-28.0	pign	000083F	6639761	6682644	GPI ethanolamine phosphate transferase 1	Q9R1S3
augustus_masked-000083F-processed-gene-28.2	znf511	000083F	6682955	6683659	Zinc finger protein 511	Q8NB15
maker-000083F-est_gff_StringTie-gene-28.1	cyp4v2	000083F	6701412	6741576	Cytochrome P450 4V2	A2RRT9
evm-000083F-processed-gene-29.4	NA	000083F	6786328	6797290	hypothetical protein	NA
evm-000083F-processed-gene-29.5	sqd	000083F	6965374	6992698	RNA-binding protein squid	Q08473
maker-000083F-est_gff_StringTie-gene-29.9	lin54	000083F	7035862	7127802	Protein lin-54 homolog	Q0IHV2
maker-000083F-exonerate_protein2genome-gene-29.1	cops4	000083F	7128461	7184123	COP9 signalosome complex subunit 4	Q3SZA0
maker-000083F-est_gff_StringTie-gene-29.10	smarce1	000083F	7185833	7260635	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	Q56A18
maker-000083F-est_gff_StringTie-gene-29.5	NA	000083F	7328201	7329265	hypothetical protein	NA
maker-000083F-est_gff_StringTie-gene-29.6	NA	000083F	7330627	7336712	hypothetical protein	NA
maker-000083F-exonerate_protein2genome-gene-29.2	snai2	000083F	7363985	7364830	Zinc finger protein SNAI2,hypothetical protein	O08954,O43623
maker-000209F-est_gff_StringTie-gene-0.0	nrf-6_45	000209F	6538	53073	Nose resistant to fluoxetine protein 6	Q09225
maker-000209F-est_gff_StringTie-gene-0.1	a4galt_3	000209F	69004	106204	Lactosylceramide 4-alpha-galactosyltransferase (Fragment)	Q9N290
maker-000209F-est_gff_StringTie-gene-1.1	NA	000209F	146597	227528	hypothetical protein	NA
augustus_masked-000209F-processed-gene-1.6	safb2_2	000209F	294848	296839	Scaffold attachment factor B2	Q14151
augustus_masked-000209F-processed-gene-1.4	safb2	000209F	297391	299580	Scaffold attachment factor B2	Q80YR5
maker-000209F-exonerate_protein2genome-gene-1.0	uck1_uck2b	000209F	335946	385856	Uridine-cytidine kinase 2-B,Uridine-cytidine kinase 1	Q7ZV79,Q4R4K2
maker-000209F-est_gff_StringTie-gene-2.0	rgs3	000209F	391722	459599	hypothetical protein,Regulator of G-protein signaling 3	P49796
maker-000209F-augustus-gene-3.6	NA	000209F	652414	702579	hypothetical protein	NA
evm-000209F-processed-gene-3.1	nova1_2	000209F	772239	789992	RNA-binding protein Nova-1	Q2PFW9
maker-000209F-augustus-gene-3.7	ppp6c	000209F	790393	827906	Serine/threonine-protein phosphatase 6 catalytic subunit	Q64620
maker-000209F-augustus-gene-4.27	NA	000209F	828035	859743	hypothetical protein	NA
maker-000209F-augustus-gene-4.28	NA	000209F	863477	872873	hypothetical protein	NA
maker-000209F-est_gff_StringTie-gene-4.1	NA	000209F	881839	884223	hypothetical protein	NA
maker-000209F-est_gff_StringTie-gene-4.2	NA	000209F	888792	890796	hypothetical protein	NA
maker-000209F-est_gff_StringTie-gene-4.3	cyp3a11_3	000209F	898641	955871	Cytochrome P450 3A11,hypothetical protein	Q64459
maker-000209F-est_gff_StringTie-gene-4.0	cyp3a21_cyp3a11	000209F	944529	1019588	Cytochrome P450 3A21,Cytochrome P450 3A11	O18993,Q64459
maker-000209F-est_gff_StringTie-gene-5.0	abcc1_6	000209F	1130976	1256900	Multidrug resistance-associated protein 1	O35379,Q5F364
maker-000209F-est_gff_StringTie-gene-5.1	cyp9e2	000209F	1280922	1332771	Cytochrome P450 9e2	Q964T2
maker-000209F-exonerate_protein2genome-gene-6.0	ubc-1	000209F	1410565	1468426	Ubiquitin-conjugating enzyme E2 1	P52478
maker-000209F-est_gff_StringTie-gene-6.5	ufsp2	000209F	1468573	1514506	Ufm1-specific protease 2	Q3B8N0
maker-000209F-exonerate_protein2genome-gene-6.1	rnf121	000209F	1514677	1545673	RING finger protein 121	Q9H920
maker-000209F-exonerate_protein2genome-gene-6.2	wnt4_wnt11	000209F	1547364	1577530	Protein Wnt-4,hypothetical protein,Protein Wnt-11	P22724,B2GUT4
augustus_masked-000209F-processed-gene-7.1	znf358_5	000209F	1600881	1602980	Zinc finger protein 358	Q9NW07
maker-000209F-exonerate_protein2genome-gene-7.2	slc9a7	000209F	1629651	1711545	Sodium/hydrogen exchanger 7	Q8BLV3
maker-000209F-est_gff_StringTie-gene-7.0	NA	000209F	1723990	1736189	hypothetical protein	NA
maker-000209F-est_gff_StringTie-gene-7.1	rsl1d1_2	000209F	1794072	1826874	Ribosomal L1 domain-containing protein 1	Q8BVY0
maker-000209F-augustus-gene-8.0	agsp-c#prd26655.1_2	000209F	1929840	1961400	AgSp-c#PRD26655.1 protein	PRD26655.1
maker-000209F-est_gff_StringTie-gene-8.5	NA	000209F	1937520	1940090	hypothetical protein	NA
maker-000209F-est_gff_StringTie-gene-8.6	NA	000209F	1948509	1951049	hypothetical protein	NA
maker-000209F-est_gff_StringTie-gene-8.7	NA	000209F	1953805	1957992	hypothetical protein	NA
maker-000209F-exonerate_protein2genome-gene-8.1	alkbh2_19	000209F	2011227	2011814	DNA oxidative demethylase ALKBH2	Q6NS38
maker-000209F-exonerate_protein2genome-gene-8.2	alkbh2_103	000209F	2012720	2013307	DNA oxidative demethylase ALKBH2	Q6NS38
evm-000209F-processed-gene-10.2	barhl2	000209F	2306910	2358706	BarH-like 2 homeobox protein	Q9NY43
maker-000209F-exonerate_protein2genome-gene-11.1	barhl1	000209F	2668013	2743879	BarH-like 1 homeobox protein	Q9BZE3
maker-000209F-augustus-gene-12.9	dennd1a_2	000209F	2813487	2861616	DENN domain-containing protein 1A	Q68F67
evm-000209F-processed-gene-13.0	lhx9_2	000209F	3074450	3152361	LIM/homeobox protein Lhx9	Q80W90
maker-000209F-est_gff_StringTie-gene-13.0	NA	000209F	3214774	3221035	hypothetical protein	NA
maker-000209F-est_gff_StringTie-gene-13.2	NA	000209F	3224169	3229241	hypothetical protein	NA
maker-000209F-exonerate_protein2genome-gene-14.8	lhx2	000209F	3284857	3413072	LIM/homeobox protein Lhx2	Q9Z0S2
maker-000209F-exonerate_protein2genome-gene-14.9	snw1	000209F	3496619	3498223	SNW domain-containing protein 1	Q5R7R9
maker-000209F-exonerate_protein2genome-gene-14.7	pgls	000209F	3513092	3533825	6-phosphogluconolactonase	O95336
maker-000209F-est_gff_StringTie-gene-14.4	prodh2	000209F	3600326	3646211	Hydroxyproline dehydrogenase	Q6PAY6
maker-000209F-exonerate_protein2genome-gene-14.10	NA	000209F	3653299	3685958	hypothetical protein	NA
evm-000209F-processed-gene-14.3	ric8a	000209F	3706485	3750255	Synembryn-A	Q642H7
maker-000209F-est_gff_StringTie-gene-14.6	far1_eif3a	000209F	3752804	3801307	Fatty acyl-CoA reductase 1,Eukaryotic translation initiation factor 3 subunit A	Q5ZM72,A2VD00
maker-000209F-est_gff_StringTie-gene-14.2	NA	000209F	3790279	3799958	hypothetical protein	NA
maker-000934F-est_gff_StringTie-gene-0.0	hdgfl3_2	000934F	3130	5517	Hepatoma-derived growth factor-related protein 3	Q9Y3E1
maker-000333F-est_gff_StringTie-gene-0.0	hrb27c	000333F	36595	103723	hypothetical protein,Heterogeneous nuclear ribonucleoprotein 27C	P48809
maker-000333F-est_gff_StringTie-gene-0.1	NA	000333F	134729	141269	hypothetical protein	NA
maker-000333F-augustus-gene-1.0	NA	000333F	187411	199370	hypothetical protein	NA
maker-000333F-est_gff_StringTie-gene-1.0	NA	000333F	211051	216088	hypothetical protein	NA
maker-000333F-est_gff_StringTie-gene-1.1	ccdc102a	000333F	231283	269146	Coiled-coil domain-containing protein 102A	Q6NZW0,Q3TMW1
maker-000333F-est_gff_StringTie-gene-1.3	mroh1	000333F	273538	337340	Maestro heat-like repeat-containing protein family member 1	Q8NDA8
maker-000333F-est_gff_StringTie-gene-1.2	herpud2_2	000333F	337685	361694	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein	Q9BSE4
augustus_masked-000333F-processed-gene-2.8	ets65a_2	000333F	480973	581068	DNA-binding protein D-ETS-3	P29774
maker-000333F-est_gff_StringTie-gene-3.0	snx21	000333F	846948	864115	Sorting nexin-21	Q3UR97
maker-000333F-exonerate_protein2genome-gene-5.0	nfs1	000333F	864196	894015	Cysteine desulfurase%2C mitochondrial	Q5RDE7
maker-000333F-exonerate_protein2genome-gene-4.2	pif1	000333F	894346	916826	ATP-dependent DNA helicase PIF1	Q0R4F1
maker-000333F-est_gff_StringTie-gene-4.1	NA	000333F	936326	937173	hypothetical protein	NA
maker-000333F-est_gff_StringTie-gene-5.3	svep1	000333F	910599	1147294	Sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1	Q4LDE5
maker-000333F-est_gff_StringTie-gene-5.1	NA	000333F	1151963	1189298	hypothetical protein	NA
maker-000333F-est_gff_StringTie-gene-7.0	plc-1	000333F	1307831	1779027	1-phosphatidylinositol 4%2C5-bisphosphate phosphodiesterase epsilon-1	G5EFI8
maker-000333F-est_gff_StringTie-gene-7.1	NA	000333F	1783338	1787662	hypothetical protein	NA
maker-000333F-exonerate_protein2genome-gene-8.2	nnt	000333F	1785256	1842747	NAD(P) transhydrogenase%2C mitochondrial	Q13423,Q61941
maker-000333F-exonerate_protein2genome-gene-8.0	idh2	000333F	1885579	1945453	Isocitrate dehydrogenase [NADP]%2C mitochondrial	Q04467
