"","gene_id","geneName","lascID","scGeneName","Chr","Start","End"
"18684","maker-000284F-augustus-gene-7.6","orct_13","LASC017061","orct-13","000284F",1694272,1740931
"18685","maker-000284F-est_gff_StringTie-gene-8.0","LASC017062","LASC017062","LASC017062","000284F",1884085,1984947
"18686","maker-000284F-est_gff_StringTie-gene-9.0","cdo1","LASC017063","cdo1","000284F",2046095,2303549
"18687","maker-000284F-augustus-gene-9.2","LASC017064","LASC017064","LASC017064","000284F",2086443,2154566
"18688","evm-000284F-processed-gene-10.2","LASC017065","LASC017065","LASC017065","000284F",2206657,2229587
"18689","evm-000284F-processed-gene-10.3","LASC017066","LASC017066","LASC017066","000284F",2316670,2378705
"18690","maker-000284F-augustus-gene-10.25","tc3a_2","LASC017067","tc3a-2","000284F",2411179,2414614
"18691","maker-000284F-est_gff_StringTie-gene-10.1","LASC017068","LASC017068","LASC017068","000284F",2434124,2451369
"18692","augustus_masked-001709F-processed-gene-0.0","ccap-r_4","LASC022841","ccap-r-4","001709F",3948,4795
"18693","maker-000036F-est_gff_StringTie-gene-0.0","itfg2_2","LASC004545","itfg2-2","000036F",16814,49188
"18694","augustus_masked-001533F-processed-gene-0.1","LASC022824","LASC022824","LASC022824","001533F",18669,18881
"18695","augustus_masked-000311F-processed-gene-0.1","alkbh2_53","LASC017742","alkbh2-53","000311F",2022,7957
"18696","augustus_masked-000311F-processed-gene-0.19","znf862","LASC017743","znf862","000311F",33216,33914
"18697","augustus_masked-000311F-processed-gene-0.20","spop_53","LASC017744","spop-53","000311F",37597,37893
"18698","maker-000311F-est_gff_StringTie-gene-0.1","slc16a7_3","LASC017745","slc16a7-3","000311F",44160,140663
"18699","maker-000311F-est_gff_StringTie-gene-0.2","tdpoz1_3","LASC017746","tdpoz1-3","000311F",146279,156836
"18700","evm-000311F-processed-gene-2.10","ems_3","LASC017747","ems-3","000311F",216437,320789
"18701","maker-000311F-est_gff_StringTie-gene-2.0","LASC017748","LASC017748","LASC017748","000311F",394809,401276
"18702","augustus_masked-000311F-processed-gene-2.3","LASC017749","LASC017749","LASC017749","000311F",416503,442125
"18703","evm-000311F-processed-gene-3.5","ems","LASC017750","ems","000311F",723892,864115
"18704","maker-000311F-est_gff_StringTie-gene-3.0","LASC017751","LASC017751","LASC017751","000311F",818184,821240
"18705","maker-000311F-est_gff_StringTie-gene-4.0","LASC017752","LASC017752","LASC017752","000311F",938649,939996
"18706","evm-000311F-processed-gene-5.11","LASC017753","LASC017753","LASC017753","000311F",985670,1073557
"18707","maker-000311F-est_gff_StringTie-gene-4.1","arl6ip6","LASC017754","arl6ip6","000311F",1003312,1028246
"18708","maker-000311F-augustus-gene-5.1","LASC017755","LASC017755","LASC017755","000311F",1108851,1137200
"18709","augustus_masked-000311F-processed-gene-5.6","spop_34","LASC017756","spop-34","000311F",1145417,1146937
"18710","maker-000311F-est_gff_StringTie-gene-5.2","spop_47","LASC017757","spop-47","000311F",1158686,1167658
"18711","augustus_masked-000311F-processed-gene-6.15","LASC017758","LASC017758","LASC017758","000311F",1218379,1218666
"18712","maker-000311F-exonerate_protein2genome-gene-6.10","ace-1","LASC017759","ace-1","000311F",1224487,1311761
"18713","maker-000311F-augustus-gene-5.2","LASC017760","LASC017760","LASC017760","000311F",1278161,1288646
"18714","maker-000311F-augustus-gene-6.2","ache","LASC017761","ache","000311F",1336352,1337460
"18715","augustus_masked-000311F-processed-gene-6.19","LASC017762","LASC017762","LASC017762","000311F",1349492,1361630
"18716","maker-000311F-est_gff_StringTie-gene-6.6","LASC017763","LASC017763","LASC017763","000311F",1374668,1388278
"18717","maker-000311F-est_gff_StringTie-gene-6.7","LASC017764","LASC017764","LASC017764","000311F",1406191,1409269
"18718","maker-000311F-est_gff_StringTie-gene-6.8","tpo_pxt","LASC017765","tpo-pxt","000311F",1461470,1585606
"18719","maker-000311F-est_gff_StringTie-gene-6.9","pxt_3","LASC017766","pxt-3","000311F",1586831,1591952
"18720","maker-000311F-est_gff_StringTie-gene-7.7","lpl","LASC017767","lpl","000311F",1640272,1643756
"18721","maker-000311F-est_gff_StringTie-gene-7.8","liph","LASC017768","liph","000311F",1658052,1683681
"18722","maker-000311F-est_gff_StringTie-gene-7.9","lipg","LASC017769","lipg","000311F",1685371,1689338
"18723","maker-000311F-est_gff_StringTie-gene-7.10","LASC017770","LASC017770","LASC017770","000311F",1692173,1721112
"18724","maker-000311F-augustus-gene-7.2","LASC017771","LASC017771","LASC017771","000311F",1726940,1728544
"18725","maker-000311F-est_gff_StringTie-gene-7.11","LASC017772","LASC017772","LASC017772","000311F",1727042,1730102
"18726","maker-000311F-exonerate_protein2genome-gene-7.12","pole","LASC017773","pole","000311F",1762888,1769601
"18727","maker-000311F-est_gff_StringTie-gene-7.0","LASC017774","LASC017774","LASC017774","000311F",1773618,1786278
"18728","maker-000311F-augustus-gene-8.4","LASC017775","LASC017775","LASC017775","000311F",1791764,1801670
"18729","maker-000311F-augustus-gene-8.5","LASC017776","LASC017776","LASC017776","000311F",1802974,1805918
"18730","maker-000311F-augustus-gene-8.6","LASC017777","LASC017777","LASC017777","000311F",1808704,1814451
"18731","maker-000311F-est_gff_StringTie-gene-7.6","LASC017778","LASC017778","LASC017778","000311F",1817600,1818334
"18732","maker-000311F-est_gff_StringTie-gene-8.0","pkd1l2","LASC017779","pkd1l2","000311F",1819244,1864742
"18733","evm-000311F-processed-gene-9.15","glra1_6","LASC017780","glra1-6","000311F",1865370,2118793
"18734","maker-000311F-est_gff_StringTie-gene-9.1","tdpoz4_18","LASC017781","tdpoz4-18","000311F",2512667,2519083
"18735","maker-000293F-est_gff_StringTie-gene-0.0","LASC017244","LASC017244","LASC017244","000293F",13395,21275
"18736","maker-000293F-est_gff_StringTie-gene-0.1","LASC017245","LASC017245","LASC017245","000293F",33715,53947
"18737","augustus_masked-000293F-processed-gene-0.4","LASC017246","LASC017246","LASC017246","000293F",59691,80296
"18738","maker-000293F-est_gff_StringTie-gene-0.2","LASC017247","LASC017247","LASC017247","000293F",81110,82367
"18739","augustus_masked-000293F-processed-gene-1.0","spop-b_22","LASC017248","spop-b-22","000293F",158606,160147
"18740","augustus_masked-000293F-processed-gene-1.1","spop-b_12","LASC017249","spop-b-12","000293F",166832,168352
"18741","maker-000293F-est_gff_StringTie-gene-1.0","LASC017250","LASC017250","LASC017250","000293F",232839,251721
"18742","augustus_masked-000293F-processed-gene-1.5","spop_69","LASC017251","spop-69","000293F",303822,305354
"18743","maker-000293F-augustus-gene-2.1","LASC017252","LASC017252","LASC017252","000293F",389309,400578
"18744","augustus_masked-000293F-processed-gene-4.2","LASC017253","LASC017253","LASC017253","000293F",633295,802224
"18745","maker-000293F-augustus-gene-4.1","LASC017254","LASC017254","LASC017254","000293F",947960,965268
"18746","maker-000293F-est_gff_StringTie-gene-7.0","sec14l4_2","LASC017255","sec14l4-2","000293F",1698064,1755690
"18747","maker-000293F-est_gff_StringTie-gene-7.1","LASC017256","LASC017256","LASC017256","000293F",1803164,1804596
"18748","maker-000293F-est_gff_StringTie-gene-8.0","LASC017257","LASC017257","LASC017257","000293F",1834050,1859798
"18749","evm-000293F-processed-gene-8.0","LASC017258","LASC017258","LASC017258","000293F",1931386,1960416
"18750","maker-000293F-est_gff_StringTie-gene-8.2","LASC017259","LASC017259","LASC017259","000293F",1963310,2057154
"18751","maker-000293F-est_gff_StringTie-gene-9.0","gdf-8","LASC017260","gdf-8","000293F",2142339,2225650
"18752","maker-000293F-exonerate_protein2genome-gene-10.3","osgepl1","LASC017261","osgepl1","000293F",2354799,2403348
"18753","augustus_masked-000293F-processed-gene-10.7","LASC017262","LASC017262","LASC017262","000293F",2471347,2471637
"18754","evm-000293F-processed-gene-10.0","slc6a15","LASC017263","slc6a15","000293F",2567692,2609763
"18755","maker-000293F-est_gff_StringTie-gene-10.1","tnxb_adgre2","LASC017264","tnxb-adgre2","000293F",2616472,2656821
"18756","maker-000293F-est_gff_StringTie-gene-10.2","cyp4v2_30","LASC017265","cyp4v2-30","000293F",2684828,2714599
"18757","evm-000399F-processed-gene-1.2","ptk7","LASC019751","ptk7","000399F",267778,395229
"18758","augustus_masked-000399F-processed-gene-2.1","hsp70b2_2","LASC019752","hsp70b2-2","000399F",410732,412663
"18759","maker-000399F-est_gff_StringTie-gene-2.0","LASC019753","LASC019753","LASC019753","000399F",420460,517578
"18760","maker-000399F-exonerate_protein2genome-gene-3.0","galnt2","LASC019754","galnt2","000399F",558186,559844
"18761","evm-000399F-processed-gene-3.7","cnc","LASC019755","cnc","000399F",599219,678775
"18762","maker-000399F-exonerate_protein2genome-gene-3.1","ist1","LASC019756","ist1","000399F",719428,731977
"18763","maker-000399F-est_gff_StringTie-gene-3.4","tpcn1_2","LASC019757","tpcn1-2","000399F",732150,783363
"18764","maker-000399F-exonerate_protein2genome-gene-3.2","mp20","LASC019758","mp20","000399F",788903,831050
"18765","augustus_masked-000399F-processed-gene-3.14","LASC019759","LASC019759","LASC019759","000399F",830938,855930
"18766","maker-000399F-est_gff_StringTie-gene-4.0","LASC019760","LASC019760","LASC019760","000399F",907845,966838
"18767","maker-000399F-est_gff_StringTie-gene-4.1","csmd1","LASC019761","csmd1","000399F",1026338,1086225
"18768","maker-000399F-est_gff_StringTie-gene-5.0","LASC019762","LASC019762","LASC019762","000399F",1117945,1272296
"18769","maker-000399F-exonerate_protein2genome-gene-5.6","rcan3","LASC019763","rcan3","000399F",1296760,1306627
"18770","maker-000399F-est_gff_StringTie-gene-5.1","LASC019764","LASC019764","LASC019764","000399F",1306924,1350977
"18771","maker-000399F-exonerate_protein2genome-gene-5.5","ehd1","LASC019765","ehd1","000399F",1373882,1397835
"18772","maker-000399F-est_gff_StringTie-gene-5.4","ttbk1_asator","LASC019766","ttbk1-asator","000399F",1504378,1631365
"18773","maker-000399F-est_gff_StringTie-gene-5.2","LASC019767","LASC019767","LASC019767","000399F",1527461,1560938
"18774","maker-000340F-est_gff_StringTie-gene-1.5","otof_2","LASC018504","otof-2","000340F",97955,230055
"18775","augustus_masked-000340F-processed-gene-1.0","LASC018505","LASC018505","LASC018505","000340F",118562,119002
"18776","augustus_masked-000340F-processed-gene-1.1","LASC018506","LASC018506","LASC018506","000340F",119091,119390
"18777","augustus_masked-000340F-processed-gene-1.2","spop_64","LASC018507","spop-64","000340F",119414,119980
"18778","augustus_masked-000340F-processed-gene-1.10","otof_4","LASC018508","otof-4","000340F",202075,227819
"18779","maker-000340F-est_gff_StringTie-gene-1.2","LASC018509","LASC018509","LASC018509","000340F",234617,246228
"18780","maker-000340F-est_gff_StringTie-gene-1.6","ecd","LASC018510","ecd","000340F",248830,276364
"18781","maker-000340F-est_gff_StringTie-gene-1.3","nprl3","LASC018511","nprl3","000340F",276555,338020
"18782","maker-000340F-augustus-gene-1.22","drk_2","LASC018512","drk-2","000340F",336589,375118
"18783","evm-000340F-processed-gene-1.29","nol12","LASC018513","nol12","000340F",355881,367880
"18784","maker-000340F-est_gff_StringTie-gene-1.4","LASC018514","LASC018514","LASC018514","000340F",375183,394654
"18785","maker-000340F-exonerate_protein2genome-gene-2.0","znf91_znf850","LASC018515","znf91-znf850","000340F",395824,411625
"18786","maker-000340F-est_gff_StringTie-gene-2.3","tdpoz5_6","LASC018516","tdpoz5-6","000340F",449795,455321
"18787","evm-000340F-processed-gene-2.14","cbp-1","LASC018517","cbp-1","000340F",534074,557163
"18788","augustus_masked-000340F-processed-gene-2.12","znf227_5","LASC018518","znf227-5","000340F",564638,565438
"18789","maker-000340F-exonerate_protein2genome-gene-3.0","meng","LASC018519","meng","000340F",580088,734140
"18790","maker-000340F-est_gff_StringTie-gene-3.1","LASC018520","LASC018520","LASC018520","000340F",695425,695849
"18791","maker-000340F-augustus-gene-3.11","LASC018521","LASC018521","LASC018521","000340F",755420,758065
"18792","maker-000340F-est_gff_StringTie-gene-3.4","scra_anln","LASC018522","scra-anln","000340F",786850,838600
"18793","maker-000340F-est_gff_StringTie-gene-3.2","LASC018523","LASC018523","LASC018523","000340F",838723,848783
"18794","augustus_masked-000340F-processed-gene-4.0","ank3_19","LASC018524","ank3-19","000340F",875368,883251
"18795","maker-000340F-est_gff_StringTie-gene-4.3","LASC018525","LASC018525","LASC018525","000340F",899474,905848
"18796","maker-000340F-exonerate_protein2genome-gene-4.2","pmm2_pmm","LASC018526","pmm2-pmm","000340F",952035,958243
"18797","maker-000340F-est_gff_StringTie-gene-4.6","scra","LASC018527","scra","000340F",959872,1020972
"18798","maker-000340F-est_gff_StringTie-gene-4.5","LASC018528","LASC018528","LASC018528","000340F",1107204,1109382
"18799","maker-000340F-est_gff_StringTie-gene-6.0","cd109_6","LASC018529","cd109-6","000340F",1118865,1396605
"18800","maker-000340F-est_gff_StringTie-gene-6.3","LASC018530","LASC018530","LASC018530","000340F",1411044,1479449
"18801","maker-000340F-est_gff_StringTie-gene-6.1","LASC018531","LASC018531","LASC018531","000340F",1526381,1532703
"18802","maker-000340F-est_gff_StringTie-gene-6.2","tdpoz3_19","LASC018532","tdpoz3-19","000340F",1561350,1564663
"18803","maker-000340F-est_gff_StringTie-gene-7.0","tdpoz5_13","LASC018533","tdpoz5-13","000340F",1571229,1611280
"18804","augustus_masked-000340F-processed-gene-8.1","znf84_2","LASC018534","znf84-2","000340F",1831308,1833008
"18805","augustus_masked-000340F-processed-gene-8.4","znf84_8","LASC018535","znf84-8","000340F",1875611,1877077
"18806","augustus_masked-000340F-processed-gene-8.5","k02a2.6_4","LASC018536","k02a2.6-4","000340F",1877170,1904173
"18807","augustus_masked-000340F-processed-gene-8.3","znf182","LASC018537","znf182","000340F",1910169,1911269
"18808","evm-000340F-processed-gene-8.0","znf782_17","LASC018538","znf782-17","000340F",1923171,1943057
"18809","maker-000340F-est_gff_StringTie-gene-8.5","LASC018539","LASC018539","LASC018539","000340F",2018434,2022656
"18810","maker-000340F-exonerate_protein2genome-gene-8.3","znf84_znf845_znf268_znf836","LASC018540","znf84-znf845-znf268-znf836","000340F",2099861,2174529
"18811","maker-000134F-est_gff_StringTie-gene-0.0","tpra1","LASC011107","tpra1","000134F",19975,81213
"18812","maker-000134F-est_gff_StringTie-gene-0.1","LASC011108","LASC011108","LASC011108","000134F",109097,119501
"18813","maker-000134F-est_gff_StringTie-gene-1.1","LASC011109","LASC011109","LASC011109","000134F",125815,186188
"18814","maker-000134F-est_gff_StringTie-gene-1.0","pdgfa","LASC011110","pdgfa","000134F",172723,239953
"18815","maker-000134F-est_gff_StringTie-gene-1.2","mfsd6_27","LASC011111","mfsd6-27","000134F",250549,271384
"18816","evm-000134F-processed-gene-2.10","taf1","LASC011112","taf1","000134F",293365,434114
"18817","maker-000134F-est_gff_StringTie-gene-3.0","LASC011114","LASC011114","LASC011114","000134F",724501,768156
"18818","maker-000134F-augustus-gene-5.10","gluria","LASC011113","gluria","000134F",483201,1161190
"18819","maker-000134F-est_gff_StringTie-gene-8.1","rdl_2","LASC011115","rdl-2","000134F",1395301,1720135
"18820","maker-000134F-est_gff_StringTie-gene-8.2","rdl","LASC011116","rdl","000134F",1720379,1848373
"18821","evm-000134F-processed-gene-9.3","lcch3","LASC011117","lcch3","000134F",1878601,2175131
"18822","maker-000134F-est_gff_StringTie-gene-9.0","gabra6","LASC011118","gabra6","000134F",2091841,2170950
"18823","augustus_masked-000134F-processed-gene-9.7","fpv245","LASC011119","fpv245","000134F",2176285,2177481
"18824","maker-000134F-est_gff_StringTie-gene-9.1","LASC011120","LASC011120","LASC011120","000134F",2241102,2295514
"18825","maker-000134F-augustus-gene-10.2","gabra6_2","LASC011121","gabra6-2","000134F",2300994,2319856
"18826","maker-000134F-exonerate_protein2genome-gene-11.0","gabra4","LASC011122","gabra4","000134F",2348897,2590716
"18827","maker-000134F-est_gff_StringTie-gene-11.1","gpr83_2","LASC011123","gpr83-2","000134F",2618112,2684970
"18828","maker-000134F-est_gff_StringTie-gene-12.0","wnk-1","LASC011124","wnk-1","000134F",2710870,2927565
"18829","maker-000134F-est_gff_StringTie-gene-12.1","haspin_2","LASC011125","haspin-2","000134F",3016456,3036472
"18830","maker-000134F-est_gff_StringTie-gene-13.1","LASC011126","LASC011126","LASC011126","000134F",3063318,3068481
"18831","maker-000134F-est_gff_StringTie-gene-13.0","mgam_4","LASC011127","mgam-4","000134F",3068716,3162051
"18832","maker-000134F-est_gff_StringTie-gene-13.2","LASC011128","LASC011128","LASC011128","000134F",3096609,3103168
"18833","maker-000134F-augustus-gene-14.1","LASC011129","LASC011129","LASC011129","000134F",3203135,3254369
"18834","maker-000134F-augustus-gene-14.2","tty","LASC011130","tty","000134F",3263519,3309384
"18835","maker-000134F-est_gff_StringTie-gene-15.0","slc4a8","LASC011131","slc4a8","000134F",3305592,3526105
"18836","maker-000134F-est_gff_StringTie-gene-16.2","LASC011132","LASC011132","LASC011132","000134F",3582129,3808161
"18837","maker-000134F-exonerate_protein2genome-gene-16.0","mylk_3","LASC011133","mylk-3","000134F",3833903,3952304
"18838","maker-000134F-augustus-gene-19.4","sls","LASC011134","sls","000134F",3953136,4339747
"18839","maker-000134F-augustus-gene-19.5","ccdc141","LASC011135","ccdc141","000134F",4343020,4390730
"18840","maker-000134F-augustus-gene-19.6","LASC011136","LASC011136","LASC011136","000134F",4411899,4448229
"18841","augustus_masked-000134F-processed-gene-18.0","lonp2","LASC011137","lonp2","000134F",4448896,4449120
"18842","maker-000134F-est_gff_StringTie-gene-19.0","LASC011138","LASC011138","LASC011138","000134F",4491093,4516384
"18843","evm-000134F-processed-gene-19.2","triap1","LASC011139","triap1","000134F",4509209,4597668
"18844","evm-000134F-processed-gene-19.1","prkrip1","LASC011140","prkrip1","000134F",4522385,4547843
"18845","maker-000134F-est_gff_StringTie-gene-19.2","LASC011141","LASC011141","LASC011141","000134F",4652763,4678250
"18846","maker-000134F-est_gff_StringTie-gene-19.4","LASC011142","LASC011142","LASC011142","000134F",4668265,4682060
"18847","maker-000134F-est_gff_StringTie-gene-20.0","marc1_3","LASC011143","marc1-3","000134F",4695553,4740431
"18848","evm-000134F-processed-gene-20.11","LASC011144","LASC011144","LASC011144","000134F",4777284,4824540
"18849","maker-000134F-est_gff_StringTie-gene-20.1","sem1","LASC011145","sem1","000134F",4844847,4885370
"18850","evm-000134F-processed-gene-21.15","LASC011146","LASC011146","LASC011146","000134F",4893845,4927051
"18851","maker-000134F-est_gff_StringTie-gene-21.1","pes1","LASC011147","pes1","000134F",4934668,5002783
"18852","maker-000134F-est_gff_StringTie-gene-21.0","rbbp6","LASC011148","rbbp6","000134F",5014671,5106382
"18853","maker-000134F-est_gff_StringTie-gene-21.2","snap47","LASC011149","snap47","000134F",5114007,5142673
"18854","maker-000093F-exonerate_protein2genome-gene-0.2","znf782_znf568_znf71_znf570","LASC008717","znf782-znf568-znf71-znf570","000093F",59583,65747
"18855","augustus_masked-000093F-processed-gene-0.3","prdm9_2","LASC008718","prdm9-2","000093F",64722,65777
"18856","evm-000093F-processed-gene-0.0","clip1","LASC008719","clip1","000093F",76299,149690
"18857","maker-000093F-est_gff_StringTie-gene-1.2","argx","LASC008720","argx","000093F",149928,175020
"18858","maker-000093F-exonerate_protein2genome-gene-1.0","tpst","LASC008721","tpst","000093F",187464,208201
"18859","evm-000093F-processed-gene-1.10","rad54b","LASC008722","rad54b","000093F",208530,244561
"18860","maker-000093F-est_gff_StringTie-gene-1.5","LASC008723","LASC008723","LASC008723","000093F",243906,262268
"18861","evm-000093F-processed-gene-1.6","serca","LASC008724","serca","000093F",280548,338318
"18862","maker-000093F-est_gff_StringTie-gene-2.0","parn_pnldc1","LASC008725","parn-pnldc1","000093F",526262,598557
"18863","evm-000093F-processed-gene-2.1","thoc7_2","LASC008726","thoc7-2","000093F",598748,616888
"18864","maker-000093F-est_gff_StringTie-gene-2.1","LASC008727","LASC008727","LASC008727","000093F",630318,631393
"18865","maker-000093F-augustus-gene-3.0","LASC008728","LASC008728","LASC008728","000093F",754044,789804
"18866","augustus_masked-000093F-processed-gene-3.2","LASC008729","LASC008729","LASC008729","000093F",789906,791660
"18867","maker-000093F-est_gff_StringTie-gene-3.1","rpp14","LASC008730","rpp14","000093F",803248,817749
"18868","evm-000093F-processed-gene-4.16","dhc64c","LASC008731","dhc64c","000093F",817692,906709
"18869","maker-000093F-est_gff_StringTie-gene-4.8","ddt-a","LASC008732","ddt-a","000093F",912249,921734
"18870","maker-000093F-est_gff_StringTie-gene-4.5","ftsj3_spb1","LASC008733","ftsj3-spb1","000093F",934938,970169
"18871","evm-000093F-processed-gene-4.15","tyw1","LASC008734","tyw1","000093F",970744,1014648
"18872","maker-000093F-est_gff_StringTie-gene-4.6","rnf10","LASC008735","rnf10","000093F",1014847,1056460
"18873","maker-000093F-exonerate_protein2genome-gene-4.2","fn3k","LASC008736","fn3k","000093F",1056488,1066724
"18874","evm-000093F-processed-gene-5.14","mto1","LASC008737","mto1","000093F",1086813,1114029
"18875","maker-000093F-est_gff_StringTie-gene-5.0","LASC008738","LASC008738","LASC008738","000093F",1168102,1201107
"18876","maker-000093F-augustus-gene-5.4","cav3","LASC008739","cav3","000093F",1217349,1279386
"18877","maker-000093F-est_gff_StringTie-gene-5.3","sult1c2_2","LASC008740","sult1c2-2","000093F",1285894,1308871
"18878","maker-000093F-est_gff_StringTie-gene-6.6","sult1c2_sult1e1","LASC008741","sult1c2-sult1e1","000093F",1313813,1390649
"18879","maker-000093F-est_gff_StringTie-gene-6.2","sult1c2a","LASC008742","sult1c2a","000093F",1416680,1457870
"18880","maker-000093F-augustus-gene-6.2","sult1c2a_3","LASC008743","sult1c2a-3","000093F",1475164,1526970
"18881","maker-000093F-est_gff_StringTie-gene-7.3","LASC008744","LASC008744","LASC008744","000093F",1533129,1552189
"18882","maker-000093F-est_gff_StringTie-gene-6.4","sult1c2a_sult1e1","LASC008745","sult1c2a-sult1e1","000093F",1555361,1576095
"18883","maker-000093F-est_gff_StringTie-gene-6.5","sult3a1_2","LASC008746","sult3a1-2","000093F",1583273,1593616
"18884","maker-000093F-augustus-gene-7.6","sult1c2_sult1b1_2","LASC008747","sult1c2-sult1b1-2","000093F",1600723,1659148
"18885","maker-000093F-est_gff_StringTie-gene-7.1","pot1","LASC008748","pot1","000093F",1690708,1739583
"18886","maker-000093F-exonerate_protein2genome-gene-7.4","uba1","LASC008749","uba1","000093F",1755586,1830000
"18887","maker-000093F-est_gff_StringTie-gene-8.3","LASC008750","LASC008750","LASC008750","000093F",1832597,1870304
"18888","maker-000093F-est_gff_StringTie-gene-8.0","LASC008751","LASC008751","LASC008751","000093F",1880753,1886812
"18889","maker-000093F-est_gff_StringTie-gene-8.1","tdpoz4_15","LASC008752","tdpoz4-15","000093F",1901232,1910685
"18890","maker-000093F-est_gff_StringTie-gene-8.2","tdpoz4_2","LASC008753","tdpoz4-2","000093F",1925780,1965403
"18891","augustus_masked-000093F-processed-gene-8.6","spopla_3","LASC008754","spopla-3","000093F",1946931,1947911
"18892","maker-000093F-est_gff_StringTie-gene-8.4","LASC008755","LASC008755","LASC008755","000093F",1951145,1954192
"18893","evm-000093F-processed-gene-9.2","grxc6","LASC008756","grxc6","000093F",2017158,2026574
"18894","augustus_masked-000093F-processed-gene-8.8","tdpoz5_10","LASC008757","tdpoz5-10","000093F",2067056,2068471
"18895","maker-000093F-exonerate_protein2genome-gene-9.2","grxc6_txnrd3","LASC008758","grxc6-txnrd3","000093F",2084784,2121400
"18896","evm-000093F-processed-gene-9.3","trabd","LASC008759","trabd","000093F",2144507,2190584
"18897","maker-000093F-est_gff_StringTie-gene-9.7","LASC008760","LASC008760","LASC008760","000093F",2228430,2317998
"18898","maker-000093F-est_gff_StringTie-gene-11.0","grip1_grip2","LASC008761","grip1-grip2","000093F",2327725,2380765
"18899","maker-000093F-est_gff_StringTie-gene-11.1","fam107b","LASC008762","fam107b","000093F",2399346,2618047
"18900","maker-000093F-est_gff_StringTie-gene-12.1","frmd4a","LASC008763","frmd4a","000093F",2733134,2894373
"18901","evm-000093F-processed-gene-12.0","plcxd3","LASC008764","plcxd3","000093F",2894296,2904971
"18902","maker-000093F-est_gff_StringTie-gene-13.2","tgfbi_5","LASC008765","tgfbi-5","000093F",2914232,3138697
"18903","maker-000093F-est_gff_StringTie-gene-13.1","rep","LASC008766","rep","000093F",3119251,3199038
"18904","maker-000093F-est_gff_StringTie-gene-14.2","idh3g","LASC008767","idh3g","000093F",3252051,3294208
"18905","maker-000093F-exonerate_protein2genome-gene-14.0","ppm1h","LASC008768","ppm1h","000093F",3320002,3352556
"18906","maker-000093F-est_gff_StringTie-gene-14.3","LASC008769","LASC008769","LASC008769","000093F",3330185,3331093
"18907","maker-000093F-est_gff_StringTie-gene-14.4","cerk","LASC008770","cerk","000093F",3357466,3405443
"18908","maker-000093F-est_gff_StringTie-gene-15.2","apex2","LASC008771","apex2","000093F",3536587,3552632
"18909","maker-000093F-est_gff_StringTie-gene-15.3","LASC008772","LASC008772","LASC008772","000093F",3602040,3603741
"18910","maker-000093F-exonerate_protein2genome-gene-15.1","fezf2","LASC008773","fezf2","000093F",3716095,3717048
"18911","maker-000093F-est_gff_StringTie-gene-17.2","mtx2","LASC008774","mtx2","000093F",3776385,3800855
"18912","maker-000093F-est_gff_StringTie-gene-17.3","gramd1c_gramd1a","LASC008775","gramd1c-gramd1a","000093F",3887956,4021666
"18913","maker-000093F-est_gff_StringTie-gene-17.6","hrb27c_2","LASC008776","hrb27c-2","000093F",4025661,4060572
"18914","maker-000093F-exonerate_protein2genome-gene-17.0","slc25a3","LASC008777","slc25a3","000093F",4061121,4078416
"18915","maker-000093F-augustus-gene-17.4","ugp2","LASC008778","ugp2","000093F",4083905,4110381
"18916","maker-000093F-exonerate_protein2genome-gene-18.0","aqp4","LASC008779","aqp4","000093F",4384289,4442141
"18917","evm-000093F-processed-gene-18.0","LASC008780","LASC008780","LASC008780","000093F",4437898,4442141
"18918","evm-000093F-processed-gene-19.4","c3orf38","LASC008781","c3orf38","000093F",4457621,4481507
"18919","maker-000093F-est_gff_StringTie-gene-18.1","LASC008782","LASC008782","LASC008782","000093F",4460222,4460737
"18920","maker-000093F-augustus-gene-19.1","LASC008783","LASC008783","LASC008783","000093F",4531134,4559035
"18921","maker-000093F-est_gff_StringTie-gene-19.0","LASC008784","LASC008784","LASC008784","000093F",4609350,4619696
"18922","maker-000093F-est_gff_StringTie-gene-19.1","LASC008785","LASC008785","LASC008785","000093F",4676313,4677704
"18923","maker-000093F-exonerate_protein2genome-gene-19.2","egr4","LASC008786","egr4","000093F",4717676,4718183
"18924","maker-000093F-est_gff_StringTie-gene-20.3","znfx1_7","LASC008787","znfx1-7","000093F",4778695,4818837
"18925","maker-000093F-exonerate_protein2genome-gene-20.0","hagh_2","LASC008788","hagh-2","000093F",4819077,4819967
"18926","maker-000093F-exonerate_protein2genome-gene-20.1","smarcb1_smarcb1a","LASC008789","smarcb1-smarcb1a","000093F",4827321,4861871
"18927","maker-000093F-est_gff_StringTie-gene-20.4","LASC008790","LASC008790","LASC008790","000093F",4868322,4949491
"18928","maker-000093F-exonerate_protein2genome-gene-21.0","LASC008791","LASC008791","LASC008791","000093F",4991476,4991745
"18929","maker-000093F-est_gff_StringTie-gene-22.0","lingo1","LASC008792","lingo1","000093F",5249625,5259821
"18930","maker-000093F-est_gff_StringTie-gene-22.1","LASC008793","LASC008793","LASC008793","000093F",5273159,5275941
"18931","maker-000093F-est_gff_StringTie-gene-22.2","LASC008794","LASC008794","LASC008794","000093F",5285931,5290750
"18932","maker-000093F-est_gff_StringTie-gene-22.3","LASC008795","LASC008795","LASC008795","000093F",5294355,5296024
"18933","maker-000093F-exonerate_protein2genome-gene-22.5","snrpg","LASC008796","snrpg","000093F",5304734,5311716
