p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,scGeneName,gene_id,geneName,Chr,Start,End,product,uniprot_id,lascID,geneName_GOI,Nephila_genome_Class,Group,sc_gene_id
2.906789845129278e-53,0.8733833825061001,0.035,0.129,8.720369535387833e-50,Duct_2,nsd3-nsd2,maker-000014F-est_gff_StringTie-gene-52.0,nsd3_nsd2,000014F,12368631,12559826,"Histone-lysine, N-methyltransferase, NSD2,Histone-lysine, N-methyltransferase, NSD3","O96028,Q9BZ95",LASC002389,NA,NA,Other,maker-000014F-est-gff-StringTie-gene-52.0
4.383138936202375e-53,0.89584702217625,0.054,0.124,1.3149416808607125e-49,Duct_2,tdpoz3-7,augustus_masked-000031F-processed-gene-4.2,tdpoz3_7,000031F,920810,921868,TD and POZ domain-containing protein 3,Q717B4,LASC004088,NA,NA,Other,augustus-masked-000031F-processed-gene-4.2
8.531896726931248e-53,0.7337968267363131,0.046,0.114,2.5595690180793744e-49,Duct_2,pps-7,maker-000021F-est_gff_StringTie-gene-14.2,pps_7,000021F,3197316,3300101,Putative phosphoenolpyruvate synthase,O34309,LASC003025,NA,NA,Other,maker-000021F-est-gff-StringTie-gene-14.2
9.991916546707719e-53,1.7222639653547915,0.055,0.1,2.9975749640123157e-49,Duct_2,cyp2j2-4,maker-000009F-augustus-gene-26.15,cyp2j2_4,000009F,6209420,6284465,Cytochrome P450 2J2,P51589,LASC001703,NA,NA,Other,maker-000009F-augustus-gene-26.15
1.4846598111495528e-52,2.3716698035746635,0.021,0.127,4.453979433448659e-49,Duct_2,LASC007680,maker-000077F-est_gff_StringTie-gene-30.6,LASC007680,000077F,7551803,7593018,hypothetical protein,NA,LASC007680,NA,NA,Other,maker-000077F-est-gff-StringTie-gene-30.6
1.523066794833294e-52,4.233887041924117,0.321,0.036,4.569200384499882e-49,Duct_2,LASC013984,evm-000197F-processed-gene-4.2,LASC013984,000197F,801248,970799,hypothetical protein,NA,LASC013984,NA,NA,Other,evm-000197F-processed-gene-4.2
1.5359666273740812e-52,2.3646591947522015,0.047,0.138,4.607899882122244e-49,Duct_2,LASC019391,maker-000380F-est_gff_StringTie-gene-3.5,LASC019391,000380F,550192,692189,hypothetical protein,NA,LASC019391,NA,NA,Other,maker-000380F-est-gff-StringTie-gene-3.5
1.661007557184747e-52,0.8045680949487277,0.063,0.134,4.983022671554241e-49,Duct_2,hs3st5,maker-000070F-augustus-gene-3.0,hs3st5,000070F,432515,676543,"Heparan sulfate glucosamine 3-O-sulfotransferase 5,hypothetical protein",Q8BSL4,LASC007185,NA,NA,Other,maker-000070F-augustus-gene-3.0
2.4365745089960053e-52,2.430630195968762,0.072,0.154,7.309723526988016e-49,Duct_2,znf708-znf569,maker-000080F-exonerate_protein2genome-gene-17.5,znf708_znf569,000080F,4084407,4114053,"Zinc finger protein 569,Zinc finger protein 708","Q5MCW4,P17019",LASC007877,NA,NA,Other,maker-000080F-exonerate-protein2genome-gene-17.5
4.569598991926473e-52,0.6767262463727555,0.024,0.12,1.3708796975779418e-48,Duct_2,LASC000763,maker-000003F-est_gff_StringTie-gene-45.0,LASC000763,000003F,10785055,10831216,hypothetical protein,NA,LASC000763,NA,NA,Other,maker-000003F-est-gff-StringTie-gene-45.0
9.527663528953474e-52,2.544101755163741,0.053,0.178,2.8582990586860423e-48,Duct_2,nep1,evm-000285F-processed-gene-3.11,nep1,000285F,131148,667316,Neprilysin-1,Q9W436,LASC017071,NA,NA,Other,evm-000285F-processed-gene-3.11
1.5313645784100255e-51,1.3560252937329071,0.026,0.118,4.5940937352300765e-48,Duct_2,msantd2-3,maker-000543F-est_gff_StringTie-gene-1.3,msantd2_3,000543F,608228,619489,Myb/SANT-like DNA-binding domain-containing protein 2,Q5ZHX5,LASC021750,NA,NA,Other,maker-000543F-est-gff-StringTie-gene-1.3
1.7190105665152614e-51,2.8288771352610027,0.06,0.189,5.1570316995457845e-48,Duct_2,rbck1-2,maker-000270F-est_gff_StringTie-gene-6.3,rbck1_2,000270F,1517769,1550129,"hypothetical protein,RanBP-type and C3HC4-type zinc finger-containing protein 1",E6ZIJ1,LASC016689,NA,NA,Other,maker-000270F-est-gff-StringTie-gene-6.3
2.6569729842683414e-51,2.045958735024854,0.08,0.193,7.970918952805024e-48,Duct_2,pbld1-2,evm-000364F-processed-gene-3.0,pbld1_2,000364F,608755,642982,Phenazine biosynthesis-like domain-containing protein 1,Q9DCG6,LASC019031,NA,NA,Other,evm-000364F-processed-gene-3.0
5.114644817138312e-51,0.7644970523651438,0.031,0.127,1.5343934451414936e-47,Duct_2,cg8399,maker-000098F-est_gff_StringTie-gene-21.1,cg8399,000098F,5090677,5192912,Putative ferric-chelate reductase 1 homolog,Q8MSU3,LASC009112,NA,NA,Other,maker-000098F-est-gff-StringTie-gene-21.1
1.685668469182109e-50,4.3910421727720905,0.074,0.156,5.057005407546327e-47,Duct_2,lrp1-2,maker-000451F-exonerate_protein2genome-gene-2.3,lrp1_2,000451F,366578,559376,Low-density lipoprotein receptor-related protein 1,P98157,LASC020550,NA,NA,Other,maker-000451F-exonerate-protein2genome-gene-2.3
2.057776965502437e-50,4.139008713233784,0.065,0.16,6.17333089650731e-47,Duct_2,LASC017739,maker-000310F-est_gff_StringTie-gene-9.74,LASC017739,000310F,2019316,2449403,hypothetical protein,NA,LASC017739,NA,NA,Other,maker-000310F-est-gff-StringTie-gene-9.74
2.6144459331445143e-50,6.706472577694337,0.343,0.011,7.843337799433543e-47,Duct_2,tnrc4-a,evm-000083F-processed-gene-7.2,tnrc4-a,000083F,1162914,1695446,CUGBP Elav-like family member 3-A,Q91579,LASC008117,NA,NA,Other,evm-000083F-processed-gene-7.2
4.528378834657905e-50,1.5417553904429013,0.05,0.1,1.3585136503973715e-46,Duct_2,cpa2-3,maker-000076F-est_gff_StringTie-gene-29.1,cpa2_3,000076F,6820608,6912221,"hypothetical protein,Carboxypeptidase A2","P48052,P19222",LASC007559,NA,NA,Other,maker-000076F-est-gff-StringTie-gene-29.1
4.682588541833889e-50,0.7906701337848325,0.051,0.125,1.4047765625501666e-46,Duct_2,terb1,maker-000021F-est_gff_StringTie-gene-14.1,terb1,000021F,3322794,3377481,"Telomere repeats-binding bouquet formation protein 1,hypothetical protein",Q8C0V1,LASC003026,NA,NA,Other,maker-000021F-est-gff-StringTie-gene-14.1
4.808765677140739e-50,1.5595092700454671,0.051,0.109,1.4426297031422216e-46,Duct_2,tio,maker-000083F-augustus-gene-27.4,tio,000083F,6066835,6091999,Protein tiptop,Q9U3V5,LASC008148,NA,NA,Other,maker-000083F-augustus-gene-27.4
1.1880594375849484e-49,9.140357064168736,0.407,0.01,3.564178312754845e-46,Duct_2,LASC001253,maker-000006F-est_gff_StringTie-gene-16.1,LASC001253,000006F,3782802,3859049,hypothetical protein,NA,LASC001253,NA,NA,Other,maker-000006F-est-gff-StringTie-gene-16.1
1.5361846168818332e-49,1.55222849217051,0.026,0.104,4.608553850645499e-46,Duct_2,fpgs,maker-000085F-est_gff_StringTie-gene-2.0,fpgs,000085F,439206,464181,Folylpolyglutamate synthase%2C mitochondrial,Q924L9,LASC008211,NA,NA,Other,maker-000085F-est-gff-StringTie-gene-2.0
2.1512160668626096e-49,1.3691868724993341,0.067,0.116,6.453648200587829e-46,Duct_2,sntg2,maker-000149F-est_gff_StringTie-gene-5.1,sntg2,000149F,1102546,1137806,Gamma-2-syntrophin,Q925E0,LASC011805,NA,NA,Other,maker-000149F-est-gff-StringTie-gene-5.1
2.5396403102518803e-49,2.6395403108925812,0.048,0.114,7.61892093075564e-46,Duct_2,LASC016256,maker-000259F-est_gff_StringTie-gene-3.4,LASC016256,000259F,845946,852975,hypothetical protein,NA,LASC016256,NA,NA,Other,maker-000259F-est-gff-StringTie-gene-3.4
3.551255613777097e-49,1.486277337192087,0.098,0.208,1.0653766841331291e-45,Duct_2,LASC015777,maker-000245F-est_gff_StringTie-gene-4.2,LASC015777,000245F,538558,1089955,hypothetical protein,NA,LASC015777,NA,NA,Other,maker-000245F-est-gff-StringTie-gene-4.2
3.609002808776095e-49,1.048105536838115,0.067,0.103,1.0827008426328285e-45,Duct_2,ank3-20,augustus_masked-000022F-processed-gene-9.13,ank3_20,000022F,2191195,2192925,Ankyrin-3,O70511,LASC003106,NA,NA,Other,augustus-masked-000022F-processed-gene-9.13
4.45409928494715e-49,1.4964093395662816,0.08,0.163,1.336229785484145e-45,Duct_2,tl-6,maker-000451F-est_gff_StringTie-gene-4.12,tl_6,000451F,1140561,1266147,Protein toll,P08953,LASC020569,NA,NA,Other,maker-000451F-est-gff-StringTie-gene-4.12
2.2529004970002418e-48,2.9367036879676025,0.122,0.157,6.758701491000726e-45,Duct_2,orct-17,maker-000392F-est_gff_StringTie-gene-0.1,orct_17,000392F,65902,128777,Organic cation transporter protein,Q9VCA2,LASC019597,NA,NA,Other,maker-000392F-est-gff-StringTie-gene-0.1
2.45856369083159e-48,0.3105918003271597,0.05,0.124,7.37569107249477e-45,Duct_2,psug,maker-000053F-exonerate_protein2genome-gene-19.0,psug,000053F,3795071,3967617,Pseudouridine-5'-phosphate glycosidase,A7GCK7,LASC005878,NA,NA,Other,maker-000053F-exonerate-protein2genome-gene-19.0
2.7158939461159717e-48,14.337805403654013,0.411,0.015,8.147681838347916e-45,Duct_2,LASC001726,maker-000009F-est_gff_StringTie-gene-37.3,LASC001726,000009F,9003105,9007529,hypothetical protein,NA,LASC001726,NA,NA,Other,maker-000009F-est-gff-StringTie-gene-37.3
3.8764581135173606e-48,0.8594049437229554,0.055,0.126,1.1629374340552082e-44,Duct_2,slc25a26,maker-000053F-exonerate_protein2genome-gene-11.0,slc25a26,000053F,2742395,2768588,S-adenosylmethionine mitochondrial carrier protein,Q4V9P0,LASC005863,NA,NA,Other,maker-000053F-exonerate-protein2genome-gene-11.0
4.8747934648636655e-48,3.0414689175590333,0.038,0.134,1.4624380394590996e-44,Duct_2,efhd2,maker-000510F-est_gff_StringTie-gene-2.0,efhd2,000510F,403589,502466,EF-hand domain-containing protein D2,Q96C19,LASC021369,NA,NA,Other,maker-000510F-est-gff-StringTie-gene-2.0
6.209832363597789e-48,0.42823938977386966,0.092,0.167,1.8629497090793366e-44,Duct_2,znf569-znf84,maker-000109F-exonerate_protein2genome-gene-23.2,znf569_znf84,000109F,5826252,5839215,"Zinc finger protein 569,Zinc finger protein 84","Q5MCW4,P51523",LASC009685,NA,NA,Other,maker-000109F-exonerate-protein2genome-gene-23.2
6.654163501674891e-48,9.510020608955614,0.322,0.022,1.9962490505024674e-44,Duct_2,csmd3,maker-000099F-est_gff_StringTie-gene-5.2,csmd3,000099F,1187923,1353157,"hypothetical protein,CUB and sushi domain-containing protein 3",Q80T79,LASC009142,NA,NA,Other,maker-000099F-est-gff-StringTie-gene-5.2
7.173049140117754e-48,1.1291376979516716,0.053,0.144,2.151914742035326e-44,Duct_2,nemp1,maker-000249F-est_gff_StringTie-gene-12.2,nemp1,000249F,2942560,2995726,Nuclear envelope integral membrane protein 1,Q28EH9,LASC015915,NA,NA,Other,maker-000249F-est-gff-StringTie-gene-12.2
9.569716096883802e-48,2.7437618314047043,0.063,0.176,2.8709148290651406e-44,Duct_2,LASC006928,maker-000066F-est_gff_StringTie-gene-15.1,LASC006928,000066F,3609708,3692340,hypothetical protein,NA,LASC006928,NA,NA,Other,maker-000066F-est-gff-StringTie-gene-15.1
1.4391122488477353e-47,0.8243751881204844,0.074,0.129,4.317336746543206e-44,Duct_2,espl1,evm-000087F-processed-gene-18.0,espl1,000087F,4239771,4407940,Separin,Q14674,LASC008367,NA,NA,Other,evm-000087F-processed-gene-18.0
2.435979060210609e-47,1.8806919388107914,0.08,0.125,7.307937180631827e-44,Duct_2,dpy19l1,maker-000455F-est_gff_StringTie-gene-1.7,dpy19l1,000455F,353385,389262,Probable C-mannosyltransferase DPY19L1,Q2PZI1,LASC020633,NA,NA,Other,maker-000455F-est-gff-StringTie-gene-1.7
6.30021465342893e-47,0.4650481479129809,0.063,0.105,1.890064396028679e-43,Duct_2,odf3,maker-000455F-est_gff_StringTie-gene-4.1,odf3,000455F,1011481,1124821,Outer dense fiber protein 3,Q8AVY1,LASC020642,NA,NA,Other,maker-000455F-est-gff-StringTie-gene-4.1
1.2109003114291376e-46,1.3242075620670626,0.064,0.177,3.632700934287413e-43,Duct_2,ncapd3,evm-000332F-processed-gene-3.1,ncapd3,000332F,846932,866864,Condensin-2 complex subunit D3,P42695,LASC018271,NA,NA,Other,evm-000332F-processed-gene-3.1
1.7355636499006136e-46,1.0211144760415003,0.038,0.102,5.206690949701841e-43,Duct_2,slc16a12-slc16a4,maker-000001F-est_gff_StringTie-gene-47.0,slc16a12_slc16a4,000001F,11146912,11304173,"Monocarboxylate transporter 12,Monocarboxylate transporter 5","Q8BGC3,Q8R0M8",LASC000391,NA,NA,Other,maker-000001F-est-gff-StringTie-gene-47.0
1.83049242223026e-46,0.6839255669820385,0.051,0.116,5.49147726669078e-43,Duct_2,LASC018328,maker-000335F-augustus-gene-0.0,LASC018328,000335F,42544,61439,hypothetical protein,NA,LASC018328,NA,NA,Other,maker-000335F-augustus-gene-0.0
2.1304874386128084e-46,0.8921372670169117,0.022,0.11,6.391462315838425e-43,Duct_2,slc25a37,evm-000043F-processed-gene-4.2,slc25a37,000043F,987767,1002575,Mitoferrin-1,Q287T7,LASC004981,NA,NA,Other,evm-000043F-processed-gene-4.2
2.7008288389335433e-46,4.479580514930271,0.41,0.143,8.10248651680063e-43,Duct_2,pkm-3,maker-000365F-exonerate_protein2genome-gene-4.2,pkm_3,000365F,827731,884732,Pyruvate kinase PKM,Q92122,LASC019061,NA,NA,Other,maker-000365F-exonerate-protein2genome-gene-4.2
5.710864716338928e-46,0.588566724749171,0.011,0.145,1.7132594149016783e-42,Duct_2,nhr-91,maker-000101F-est_gff_StringTie-gene-2.0,nhr-91,000101F,356245,589041,Nuclear hormone receptor family member nhr-91,Q9U2R6,LASC009271,NA,NA,Other,maker-000101F-est-gff-StringTie-gene-2.0
1.9633929094673284e-45,1.6047898572231762,0.063,0.126,5.890178728401986e-42,Duct_2,tut1,maker-000077F-est_gff_StringTie-gene-2.1,tut1,000077F,454695,506511,Speckle targeted PIP5K1A-regulated poly(A) polymerase,Q4KMD7,LASC007593,NA,NA,Other,maker-000077F-est-gff-StringTie-gene-2.1
2.1968448719867516e-45,0.5925508807714035,0.038,0.166,6.590534615960254e-42,Duct_2,dyrk2-2,maker-000053F-augustus-gene-21.16,dyrk2_2,000053F,4786130,4960959,Dual specificity tyrosine-phosphorylation-regulated kinase 2,"Q9V3D5,Q92630",LASC005886,NA,NA,Other,maker-000053F-augustus-gene-21.16
2.2154377148955154e-45,0.9525173391005257,0.049,0.147,6.646313144686546e-42,Duct_2,LASC009491,augustus_masked-000106F-processed-gene-1.4,LASC009491,000106F,200586,201773,hypothetical protein,NA,LASC009491,NA,NA,Other,augustus-masked-000106F-processed-gene-1.4
3.605069859127434e-45,1.104572718138657,0.066,0.133,1.0815209577382302e-41,Duct_2,svep1-9,maker-000138F-est_gff_StringTie-gene-5.0,svep1_9,000138F,1107978,1190413,Sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1,"A2AVA0,P0C6B8",LASC011285,NA,NA,Other,maker-000138F-est-gff-StringTie-gene-5.0
4.186934461131246e-45,1.9198494601258052,0.045,0.129,1.2560803383393739e-41,Duct_2,miga,maker-000038F-est_gff_StringTie-gene-31.1,miga,000038F,7460269,7516694,Mitoguardin,Q9W3F7,LASC004655,NA,NA,Other,maker-000038F-est-gff-StringTie-gene-31.1
9.77405082002677e-45,2.0984557536520008,0.092,0.11,2.932215246008031e-41,Duct_2,znf782-6,augustus_masked-000130F-processed-gene-1.4,znf782_6,000130F,234463,235404,Zinc finger protein 782,Q6ZMW2,LASC010882,NA,NA,Other,augustus-masked-000130F-processed-gene-1.4
1.0256901735942081e-44,0.8771027624502654,0.068,0.105,3.077070520782624e-41,Duct_2,gtf3c5,augustus_masked-000005F-processed-gene-19.13,gtf3c5,000005F,4658959,4660287,General transcription factor 3C polypeptide 5,Q9Y5Q8,LASC001091,NA,NA,Other,augustus-masked-000005F-processed-gene-19.13
2.171277551364265e-44,0.8260695281140489,0.056,0.184,6.513832654092795e-41,Duct_2,tmem53-a,maker-000272F-exonerate_protein2genome-gene-5.0,tmem53-a,000272F,1263934,1286152,Transmembrane protein 53-A,Q5PPS7,LASC016768,NA,NA,Other,maker-000272F-exonerate-protein2genome-gene-5.0
2.9422690397856997e-44,6.337936527409097,0.065,0.203,8.826807119357099e-41,Duct_2,LASC001452,evm-000007F-processed-gene-43.12,LASC001452,000007F,9849613,10007633,hypothetical protein,NA,LASC001452,NA,NA,Other,evm-000007F-processed-gene-43.12
3.332838264627933e-44,1.3653485969963075,0.057,0.121,9.998514793883799e-41,Duct_2,rho-1-3,maker-000100F-exonerate_protein2genome-gene-19.1,rho-1_3,000100F,4628224,4628793,Ras-like GTP-binding protein rhoA,Q22038,LASC009258,NA,NA,Other,maker-000100F-exonerate-protein2genome-gene-19.1
3.6432245722579803e-44,3.836763259297701,0.36,0.068,1.092967371677394e-40,Duct_2,pde8b,evm-000112F-processed-gene-21.0,pde8b,000112F,4862479,5017106,High affinity cAMP-specific and IBMX-insensitive 3'%2C5'-cyclic phosphodiesterase 8B,E9Q4S1,LASC009818,NA,NA,Other,evm-000112F-processed-gene-21.0
6.015784191597259e-44,1.499601787243698,0.046,0.165,1.8047352574791777e-40,Duct_2,LASC000592,maker-000002F-augustus-gene-36.12,LASC000592,000002F,8540359,8579576,hypothetical protein,NA,LASC000592,NA,NA,Other,maker-000002F-augustus-gene-36.12
8.19614008453901e-44,0.2618069584075595,0.023,0.13,2.458842025361703e-40,Duct_2,ints13,maker-000253F-augustus-gene-2.7,ints13,000253F,326574,388358,Integrator complex subunit 13,Q9NVM9,LASC016025,NA,NA,Other,maker-000253F-augustus-gene-2.7
1.5078305508955045e-43,0.8975880089493629,0.039,0.186,4.523491652686514e-40,Duct_2,mllt3,maker-000280F-est_gff_StringTie-gene-7.3,mllt3,000280F,1711580,1753193,"Protein AF-9,hypothetical protein","P42568,A2AM29",LASC016980,NA,NA,Other,maker-000280F-est-gff-StringTie-gene-7.3
1.7530047270773933e-43,7.965660462148433,0.36,0.022,5.25901418123218e-40,Duct_2,LASC007337,maker-000074F-est_gff_StringTie-gene-9.1,LASC007337,000074F,2194070,2280796,"hypothetical, protein",NA,LASC007337,NA,NA,Other,maker-000074F-est-gff-StringTie-gene-9.1
3.4885186799418824e-43,1.6361957727641272,0.111,0.159,1.0465556039825647e-39,Duct_2,sgcd,evm-000473F-processed-gene-1.0,sgcd,000473F,21234,239121,Delta-sarcoglycan,P97281,LASC020885,NA,NA,Other,evm-000473F-processed-gene-1.0
4.215885196105722e-43,1.555460523903296,0.087,0.157,1.2647655588317166e-39,Duct_2,lins1,maker-000094F-est_gff_StringTie-gene-2.1,lins1,000094F,549463,575851,"hypothetical protein,Protein Lines homolog 1",Q8NG48,LASC008808,NA,NA,Other,maker-000094F-est-gff-StringTie-gene-2.1
5.194012099477954e-43,1.633060820476997,0.065,0.102,1.558203629843386e-39,Duct_2,LASC010178,evm-000118F-processed-gene-15.1,LASC010178,000118F,3524775,3538530,hypothetical protein,NA,LASC010178,NA,NA,Other,evm-000118F-processed-gene-15.1
6.322394078049483e-43,3.3050133890767803,0.036,0.12,1.896718223414845e-39,Duct_2,ppsa-pps,maker-000055F-est_gff_StringTie-gene-13.5,ppsa_pps,000055F,3079838,3159424,"Putative phosphoenolpyruvate synthase,Probable phosphoenolpyruvate synthase,hypothetical protein","O34309,O27190",LASC006039,NA,NA,Other,maker-000055F-est-gff-StringTie-gene-13.5
6.861828161179039e-43,4.841149135163892,0.408,0.061,2.0585484483537116e-39,Duct_2,b4gat1-4,maker-000015F-est_gff_StringTie-gene-20.3,b4gat1_4,000015F,4584286,4783871,Beta-1%2C4-glucuronyltransferase 1,L7YAI7,LASC002453,NA,NA,Other,maker-000015F-est-gff-StringTie-gene-20.3
1.0679789353993467e-42,1.4770038934770078,0.063,0.106,3.20393680619804e-39,Duct_2,rf-7,evm-000099F-processed-gene-2.10,rf_7,000099F,501648,520482,Putative ankyrin repeat protein RF_0381,Q4UMH6,LASC009133,NA,NA,Other,evm-000099F-processed-gene-2.10
1.8018209667236328e-42,1.702880934835795,0.011,0.13,5.405462900170898e-39,Duct_2,unc-71-adam11,maker-000364F-est_gff_StringTie-gene-6.0,unc-71_adam11,000364F,1107656,1445875,"Disintegrin and metalloproteinase domain-containing protein 11,Disintegrin and metalloproteinase domain-containing protein unc-71","Q9R1V4,G5EFD5",LASC019036,NA,NA,Other,maker-000364F-est-gff-StringTie-gene-6.0
1.889831069369807e-42,1.6535235773780705,0.045,0.141,5.6694932081094207e-39,Duct_2,polg,maker-000315F-est_gff_StringTie-gene-5.0,polg,000315F,1208597,1267440,"DNA polymerase subunit gamma-1,DNA polymerase subunit gamma-1 (Fragment)","Q91684,Q9QYV8,Q92076",LASC017842,NA,NA,Other,maker-000315F-est-gff-StringTie-gene-5.0
3.248237420117124e-42,3.8589338761840946,0.057,0.149,9.74471226035137e-39,Duct_2,ascc2,maker-000140F-est_gff_StringTie-gene-3.0,ascc2,000140F,764476,861018,Activating signal cointegrator 1 complex subunit 2,Q9H1I8,LASC011428,NA,NA,Other,maker-000140F-est-gff-StringTie-gene-3.0
3.601691937328546e-42,0.5758106656274489,0.115,0.197,1.0805075811985638e-38,Duct_2,ankrd17-mask,maker-000056F-augustus-gene-27.0,ankrd17_mask,000056F,6266944,6485862,"Ankyrin repeat domain-containing protein 17,Ankyrin repeat and KH domain-containing protein mask","Q99NH0,Q9VCA8",LASC006171,NA,NA,Other,maker-000056F-augustus-gene-27.0
7.092964056388479e-42,0.6175294901974677,0.084,0.118,2.1278892169165436e-38,Duct_2,ptprn-ptprn2,maker-000328F-augustus-gene-8.10,ptprn_ptprn2,000328F,1739530,2157098,"Receptor-type tyrosine-protein phosphatase N2,Receptor-type tyrosine-protein phosphatase-like N","O02695,Q60673",LASC018155,NA,NA,Other,maker-000328F-augustus-gene-8.10
7.290565661640535e-42,2.259907629613773,0.077,0.164,2.1871696984921604e-38,Duct_2,etnk1,maker-000035F-augustus-gene-41.1,etnk1,000035F,9886430,9939535,Ethanolamine kinase 1,Q9D4V0,LASC004541,NA,NA,Other,maker-000035F-augustus-gene-41.1
8.338192168076264e-42,2.16641905857158,0.084,0.164,2.501457650422879e-38,Duct_2,caskin1,maker-000203F-est_gff_StringTie-gene-2.0,caskin1,000203F,418727,614606,Caskin-1,"Q8VHK2,Q6P9K8",LASC014204,NA,NA,Other,maker-000203F-est-gff-StringTie-gene-2.0
1.274966665351775e-41,4.865082939840882,0.139,0.257,3.824899996055325e-38,Duct_2,akap13,maker-000530F-est_gff_StringTie-gene-1.0,akap13,000530F,44493,329566,A-kinase anchor protein 13,E9Q394,LASC021603,NA,NA,Other,maker-000530F-est-gff-StringTie-gene-1.0
1.3326441495633568e-41,0.7196270048818878,0.065,0.164,3.9979324486900703e-38,Duct_2,trmt12,maker-000111F-augustus-gene-19.4,trmt12,000111F,4482331,4504364,tRNA wybutosine-synthesizing protein 2 homolog,"Q4R3U8,Q58D65",LASC009777,NA,NA,Other,maker-000111F-augustus-gene-19.4
3.4419765482640754e-41,1.195076081864281,0.03,0.119,1.0325929644792227e-37,Duct_2,znf227-8,augustus_masked-000219F-processed-gene-13.7,znf227_8,000219F,3032024,3033562,Zinc finger protein 227,A0JNB1,LASC014874,NA,NA,Other,augustus-masked-000219F-processed-gene-13.7
6.223769257127636e-41,1.8916594980807027,0.059,0.124,1.8671307771382909e-37,Duct_2,stmn1-a-stmn1,maker-000043F-est_gff_StringTie-gene-34.3,stmn1-a_stmn1,000043F,7868148,8127003,"Stathmin-1-A,Stathmin","Q09006,P54227",LASC005030,NA,NA,Other,maker-000043F-est-gff-StringTie-gene-34.3
6.66719133679433e-41,4.08094449419146,0.106,0.187,2.000157401038299e-37,Duct_2,rapgef2-rapgef6,maker-000174F-est_gff_StringTie-gene-8.1,rapgef2_rapgef6,000174F,1578735,2057256,"Rap guanine nucleotide exchange factor 2,Rap guanine nucleotide exchange factor 6","F1PBJ0,Q8TEU7",LASC012870,NA,NA,Other,maker-000174F-est-gff-StringTie-gene-8.1
1.0575580680917062e-40,3.2957907036035703,0.046,0.111,3.1726742042751187e-37,Duct_2,mctp1,evm-000601F-processed-gene-0.39,mctp1,000601F,213399,410703,Multiple C2 and transmembrane domain-containing protein 1,D4ABL6,LASC022150,NA,NA,Other,evm-000601F-processed-gene-0.39
1.7262549774481432e-40,1.6891455800841957,0.088,0.135,5.17876493234443e-37,Duct_2,frs2-2,maker-000231F-est_gff_StringTie-gene-0.2,frs2_2,000231F,105113,126119,Fibroblast growth factor receptor substrate 2,Q8WU20,LASC015279,NA,NA,Other,maker-000231F-est-gff-StringTie-gene-0.2
1.909686197829553e-40,0.8724364481486777,0.076,0.103,5.7290585934886596e-37,Duct_2,b3galt5-3,evm-000242F-processed-gene-3.21,b3galt5_3,000242F,529626,657082,Beta-1%2C3-galactosyltransferase 5 (Fragment),Q9N294,LASC015666,NA,NA,Other,evm-000242F-processed-gene-3.21
1.9618264429568606e-40,2.651093499094678,0.115,0.146,5.885479328870582e-37,Duct_2,znf84-5,maker-000130F-est_gff_StringTie-gene-3.0,znf84_5,000130F,632593,644933,Zinc finger protein 84,P51523,LASC010893,NA,NA,Other,maker-000130F-est-gff-StringTie-gene-3.0
1.975516961620882e-40,2.474119097379475,0.07,0.141,5.926550884862647e-37,Duct_2,LASC011871,maker-000151F-augustus-gene-3.13,LASC011871,000151F,751283,795124,hypothetical protein,NA,LASC011871,NA,NA,Other,maker-000151F-augustus-gene-3.13
2.113366152896884e-40,1.530730429773378,0.072,0.124,6.340098458690652e-37,Duct_2,etv7-aop,maker-000106F-est_gff_StringTie-gene-16.0,etv7_aop,000106F,3743078,3851796,"Transcription factor ETV7,Ets DNA-binding protein pokkuri","Q9Y603,Q01842",LASC009507,NA,NA,Other,maker-000106F-est-gff-StringTie-gene-16.0
2.330526120297734e-40,0.953344714278721,0.069,0.103,6.9915783608932024e-37,Duct_2,LASC020424,maker-000441F-est_gff_StringTie-gene-1.0,LASC020424,000441F,227209,369900,hypothetical protein,NA,LASC020424,NA,NA,Other,maker-000441F-est-gff-StringTie-gene-1.0
5.506912537444239e-40,11.560065702687652,0.362,0.029,1.6520737612332716e-36,Duct_2,ace-3,maker-000017F-exonerate_protein2genome-gene-5.5,ace_3,000017F,1069611,1145192,Angiotensin-converting enzyme (Fragment),Q10751,LASC002671,NA,NA,Other,maker-000017F-exonerate-protein2genome-gene-5.5
6.096280416689408e-40,2.914747714652428,0.075,0.131,1.828884125006822e-36,Duct_2,cables2,maker-000011F-est_gff_StringTie-gene-41.2,cables2,000011F,9658131,9714470,CDK5 and ABL1 enzyme substrate 2,Q8K3M5,LASC002005,NA,NA,Other,maker-000011F-est-gff-StringTie-gene-41.2
9.966051346961608e-40,4.6121103346363075,0.058,0.184,2.9898154040884824e-36,Duct_2,LASC020872,evm-000472F-processed-gene-1.3,LASC020872,000472F,269194,288709,hypothetical protein,NA,LASC020872,NA,NA,Other,evm-000472F-processed-gene-1.3
1.1610498191146348e-39,2.6421972336468063,0.07,0.104,3.4831494573439044e-36,Duct_2,pgp,maker-000227F-augustus-gene-6.10,pgp,000227F,1285398,1319799,Glycerol-3-phosphate phosphatase,Q2T9S4,LASC015148,NA,NA,Other,maker-000227F-augustus-gene-6.10
